item,idx,hypernym_pred,swapped_pred,hypernym_yes,swapped_yes
143,569,No,No,0.3275347352027893,0.29683977365493774
144,573,No,No,0.32603365182876587,0.29961133003234863
145,577,No,No,0.2963551878929138,0.283048152923584
146,581,No,No,0.30026671290397644,0.2612438201904297
147,585,No,No,0.3246000409126282,0.3325638175010681
148,589,No,No,0.3071567118167877,0.3018249571323395
149,593,No,No,0.32206371426582336,0.271644651889801
150,597,No,No,0.33345913887023926,0.24378710985183716
151,601,No,No,0.28653261065483093,0.29747307300567627
152,605,No,No,0.26171860098838806,0.2573608458042145
153,609,No,No,0.2941940724849701,0.27204376459121704
154,613,No,No,0.30873027443885803,0.2891521453857422
155,617,No,No,0.29290294647216797,0.2919570207595825
156,621,No,No,0.2697819173336029,0.2973107695579529
157,625,No,No,0.278192400932312,0.18403851985931396
158,629,No,No,0.36610424518585205,0.27459660172462463
159,633,No,No,0.260133296251297,0.3069756031036377
160,637,No,No,0.27522554993629456,0.30480343103408813
161,641,No,No,0.36599066853523254,0.3521103262901306
162,645,No,No,0.3327108323574066,0.3280467987060547
163,649,No,No,0.37918850779533386,0.3613596558570862
164,653,No,No,0.2887386679649353,0.3347749710083008
165,657,No,No,0.2750166654586792,0.32287901639938354
166,661,No,No,0.3248271942138672,0.3232835531234741
167,665,No,No,0.329830139875412,0.30633556842803955
168,669,No,No,0.3021557331085205,0.29742276668548584
169,673,No,No,0.14226563274860382,0.29304802417755127
170,677,No,No,0.1898890733718872,0.24428115785121918
171,681,No,No,0.18181481957435608,0.2100980430841446
172,685,No,No,0.37856292724609375,0.3380895256996155
173,689,No,No,0.3531539738178253,0.32238975167274475
174,693,No,No,0.36056044697761536,0.31812724471092224
175,697,No,No,0.3717036545276642,0.30400946736335754
176,701,No,No,0.32053807377815247,0.2960726022720337
177,705,No,No,0.3212547302246094,0.33227843046188354
178,709,No,No,0.25989586114883423,0.30940985679626465
179,713,No,No,0.24824243783950806,0.2778050899505615
180,717,No,No,0.25963765382766724,0.2605370879173279
181,721,No,No,0.25420448184013367,0.27620336413383484
182,725,No,No,0.34220999479293823,0.35592642426490784
183,729,No,No,0.3412049114704132,0.3512714207172394
184,733,No,No,0.24832667410373688,0.2877933979034424
185,737,No,No,0.2899949550628662,0.32299551367759705
186,741,No,No,0.27514025568962097,0.2863999009132385
187,745,No,No,0.25527477264404297,0.29491981863975525
188,749,No,No,0.38236743211746216,0.3423232436180115
189,753,No,No,0.38917770981788635,0.3525404632091522
190,757,No,No,0.29961299896240234,0.2816827893257141
191,761,No,No,0.31845903396606445,0.2630739212036133
192,765,No,No,0.3571704924106598,0.3470982015132904
193,769,No,No,0.2134665697813034,0.30623242259025574
194,773,No,No,0.2205619513988495,0.32151690125465393
195,777,No,No,0.3049987554550171,0.306617796421051
196,781,No,No,0.29067185521125793,0.32175615429878235
197,785,No,No,0.33297523856163025,0.29004937410354614
198,789,No,No,0.3478633165359497,0.2677896320819855
199,793,No,No,0.31339702010154724,0.3093387186527252
200,797,No,No,0.31990957260131836,0.3019340932369232
201,801,No,No,0.25174814462661743,0.2887917160987854
202,805,No,No,0.25026199221611023,0.3003759980201721
203,809,No,No,0.38189181685447693,0.35233643651008606
204,813,No,No,0.3577407896518707,0.3483147621154785
205,817,No,No,0.2702252268791199,0.26004499197006226
206,821,No,No,0.33194035291671753,0.2825104594230652
207,825,No,No,0.24627533555030823,0.28354212641716003
208,829,No,No,0.3018949031829834,0.21743208169937134
209,833,No,No,0.34303832054138184,0.32409313321113586
210,837,No,No,0.34251001477241516,0.3150999844074249
211,841,No,No,0.29888916015625,0.30509957671165466
212,845,No,No,0.3156358301639557,0.2790849506855011
213,849,No,No,0.36263328790664673,0.2861168384552002
214,853,No,No,0.2930460274219513,0.27166470885276794
215,857,No,No,0.2128523290157318,0.2350735366344452
216,861,No,No,0.26390600204467773,0.2813301086425781
217,865,No,No,0.2833769917488098,0.27738678455352783
218,869,No,No,0.26929813623428345,0.24257782101631165
219,873,No,No,0.2812742590904236,0.2886248528957367
220,877,No,No,0.29948219656944275,0.27992022037506104
221,881,No,No,0.2609308362007141,0.2892574369907379
222,885,No,No,0.29877224564552307,0.3011777997016907
223,889,No,No,0.3479584753513336,0.2387564331293106
224,893,No,No,0.3531630039215088,0.27035441994667053
225,897,No,No,0.3537537753582001,0.323169469833374
226,901,No,No,0.3431392312049866,0.3190811276435852
227,905,No,No,0.3366854190826416,0.331470251083374
228,909,No,No,0.35853323340415955,0.3091188967227936
229,913,No,No,0.3142765760421753,0.28768226504325867
230,917,No,No,0.4664151072502136,0.3847028613090515
231,921,No,No,0.2293112874031067,0.3090941309928894
232,925,No,No,0.22574032843112946,0.2640330195426941
233,929,No,No,0.2093978077173233,0.28415560722351074
234,933,No,No,0.3439398407936096,0.2736774981021881
235,937,No,No,0.3976559340953827,0.26491108536720276
236,941,No,No,0.27768656611442566,0.29543814063072205
237,945,No,No,0.2974395453929901,0.3239095211029053
238,949,No,No,0.24195849895477295,0.22143647074699402
239,953,No,No,0.28615260124206543,0.28170275688171387
240,957,No,No,0.264617919921875,0.29363834857940674
241,961,No,No,0.3941684365272522,0.33279556035995483
242,965,No,No,0.27827951312065125,0.34596624970436096
243,969,No,No,0.2600153088569641,0.34039542078971863
244,973,No,No,0.27267834544181824,0.17796054482460022
245,977,No,No,0.290086030960083,0.24339130520820618
246,981,No,No,0.29735639691352844,0.2815735936164856
247,985,No,No,0.3308383822441101,0.32427194714546204
248,989,No,No,0.2896764576435089,0.30684536695480347
249,993,No,No,0.3532261550426483,0.3273886740207672
250,997,No,No,0.37821295857429504,0.32806849479675293
251,1001,No,No,0.3177148997783661,0.3374187648296356
252,1005,No,No,0.3060261607170105,0.33880019187927246
253,1009,No,No,0.26440536975860596,0.26166868209838867
254,1013,No,No,0.3364406228065491,0.33725276589393616
255,1017,No,No,0.3606061339378357,0.29166409373283386
256,1021,No,No,0.369010329246521,0.32229408621788025
257,1025,No,No,0.31942880153656006,0.32941681146621704
258,1029,No,No,0.3379348814487457,0.33576998114585876
259,1033,No,No,0.26847735047340393,0.27372708916664124
260,1037,No,No,0.31815487146377563,0.22647865116596222
261,1041,No,No,0.308992862701416,0.32564854621887207
262,1045,No,No,0.25014081597328186,0.24467191100120544
263,1049,No,No,0.24011601507663727,0.2510199248790741
264,1053,No,No,0.2377115935087204,0.25479745864868164
265,1057,No,No,0.2604317367076874,0.2828702926635742
266,1061,No,No,0.3268924951553345,0.30214008688926697
267,1065,No,No,0.23054125905036926,0.21042697131633759
268,1069,No,No,0.22554802894592285,0.25853800773620605
269,1073,No,No,0.23995588719844818,0.2498561292886734
270,1077,No,No,0.2912067472934723,0.2632295489311218
271,1081,No,No,0.3173421621322632,0.2866154909133911
272,1085,No,No,0.29735758900642395,0.2951771020889282
273,1089,No,No,0.361403226852417,0.33367523550987244
274,1093,No,No,0.38302743434906006,0.34469175338745117
275,1097,No,No,0.45774683356285095,0.36645522713661194
276,1101,No,No,0.24159912765026093,0.26839926838874817
277,1105,No,No,0.32950329780578613,0.32708996534347534
278,1109,No,No,0.28787940740585327,0.3240825831890106
279,1113,No,No,0.2826659083366394,0.27330559492111206
280,1117,No,No,0.4007149338722229,0.37943121790885925
281,1121,No,No,0.40471458435058594,0.36160776019096375
282,1125,No,No,0.26234179735183716,0.24207422137260437
283,1129,No,No,0.3361228406429291,0.3004288077354431
284,1133,No,No,0.35883739590644836,0.3391265273094177
285,1137,No,No,0.37339040637016296,0.33885347843170166
286,1141,No,No,0.35404935479164124,0.308225154876709
287,1145,No,No,0.3281158208847046,0.3122617304325104
288,1149,No,No,0.28766679763793945,0.2926527261734009
289,1153,No,No,0.31587785482406616,0.2524279057979584
290,1157,No,No,0.3766758441925049,0.3806125521659851
291,1161,No,No,0.39074471592903137,0.34531369805336
292,1165,No,No,0.3758642375469208,0.3366200029850006
293,1169,No,No,0.31807199120521545,0.28140687942504883
294,1173,No,No,0.32759732007980347,0.31869757175445557
295,1177,No,No,0.3539414405822754,0.34290236234664917
296,1181,No,No,0.34067675471305847,0.32888948917388916
297,1185,No,No,0.39174410700798035,0.3589094579219818
298,1189,No,No,0.33105167746543884,0.30268973112106323
299,1193,No,No,0.404193252325058,0.3101535141468048
300,1197,No,No,0.38692113757133484,0.38229280710220337
301,1201,No,No,0.3304464817047119,0.31471288204193115
302,1205,No,No,0.3134898841381073,0.3063134253025055
303,1209,No,No,0.3257588744163513,0.31261998414993286
304,1213,No,No,0.24186910688877106,0.2322654277086258
305,1217,No,No,0.35216376185417175,0.3108629882335663
306,1221,No,No,0.37611860036849976,0.3180425763130188
307,1225,No,No,0.26164814829826355,0.29422885179519653
308,1229,No,No,0.2674027681350708,0.26931890845298767
309,1233,No,No,0.24609026312828064,0.2886908948421478
310,1237,No,No,0.35174962878227234,0.32290980219841003
311,1241,No,No,0.31877046823501587,0.30000749230384827
312,1245,No,No,0.2855692505836487,0.3165014386177063
313,1249,No,No,0.3167375922203064,0.3081643283367157
314,1253,No,No,0.33680370450019836,0.35329243540763855
315,1257,No,No,0.3491430878639221,0.33718937635421753
316,1261,No,No,0.32176652550697327,0.2901129424571991
317,1265,No,No,0.2981874346733093,0.2991084158420563
318,1269,No,No,0.3094809055328369,0.3091224133968353
319,1273,No,No,0.34909796714782715,0.3340930938720703
320,1277,No,No,0.3763388395309448,0.3134767413139343
321,1281,No,No,0.21619673073291779,0.2264147698879242
322,1285,No,No,0.26370078325271606,0.27420178055763245
323,1289,No,No,0.25287073850631714,0.29815101623535156
324,1293,No,No,0.3408021330833435,0.3180844485759735
325,1297,No,No,0.3136492073535919,0.30473366379737854
326,1301,No,No,0.3019377291202545,0.25436803698539734
327,1305,No,No,0.23824340105056763,0.30810919404029846
328,1309,No,No,0.2145737260580063,0.26348432898521423
329,1313,No,No,0.26511403918266296,0.2530539631843567
330,1317,No,No,0.3215489983558655,0.3143751621246338
331,1321,No,No,0.3214399814605713,0.313520222902298
332,1325,No,No,0.30481207370758057,0.26331180334091187
333,1329,No,No,0.3152208626270294,0.30707892775535583
334,1333,No,No,0.32142525911331177,0.2944733500480652
335,1337,No,No,0.31765180826187134,0.23368175327777863
336,1341,No,No,0.3188881576061249,0.2722553312778473
337,1345,No,No,0.3248913288116455,0.27954936027526855
338,1349,No,No,0.4047846496105194,0.39193496108055115
339,1353,No,No,0.3917813003063202,0.3456033766269684
340,1357,No,No,0.3828126788139343,0.3381616473197937
341,1361,No,No,0.3286120295524597,0.27918973565101624
342,1365,No,No,0.2902222275733948,0.3115686774253845
343,1369,No,No,0.34933051466941833,0.37878555059432983
344,1373,No,No,0.3005901575088501,0.2649736702442169
345,1377,No,No,0.34116989374160767,0.2933681011199951
346,1381,No,No,0.3263804018497467,0.3259943127632141
347,1385,No,No,0.3815118968486786,0.34903424978256226
348,1389,No,No,0.28649815917015076,0.3562321960926056
349,1393,No,No,0.26542583107948303,0.2888922095298767
350,1397,No,No,0.29755061864852905,0.3071087896823883
351,1401,No,No,0.30068299174308777,0.3020230531692505
352,1405,No,No,0.31760621070861816,0.29154324531555176
353,1409,No,No,0.3041996657848358,0.33789849281311035
354,1413,No,No,0.30534207820892334,0.30656003952026367
355,1417,No,No,0.31868425011634827,0.2759682238101959
356,1421,No,No,0.30471545457839966,0.30551770329475403
357,1425,No,No,0.3010103702545166,0.29905539751052856
358,1429,No,No,0.28408282995224,0.24681179225444794
359,1433,No,No,0.2745095193386078,0.2522723972797394
360,1437,No,No,0.29219216108322144,0.3191440999507904
361,1441,No,No,0.27551883459091187,0.3009892702102661
362,1445,No,No,0.3213452994823456,0.27706626057624817
363,1449,No,No,0.27819007635116577,0.2760885953903198
364,1453,No,No,0.30934464931488037,0.2598252296447754
365,1457,No,No,0.2824263870716095,0.26223012804985046
366,1461,No,No,0.2850911617279053,0.3023328185081482
367,1465,No,No,0.29438385367393494,0.25474345684051514
368,1469,No,No,0.3433411121368408,0.2918109893798828
369,1473,No,No,0.2517184317111969,0.26139429211616516
370,1477,No,No,0.22679288685321808,0.24639227986335754
371,1481,No,No,0.36049187183380127,0.3636074364185333
372,1485,No,No,0.3211464285850525,0.23755018413066864
373,1489,No,No,0.1878627985715866,0.2400721162557602
374,1493,No,No,0.3919343650341034,0.3192099928855896
375,1497,No,No,0.3049820363521576,0.2564130127429962
376,1501,No,No,0.3087896704673767,0.3087517023086548
377,1505,No,No,0.27604222297668457,0.3529817461967468
378,1509,No,No,0.2750977873802185,0.3522702753543854
379,1513,No,No,0.33497339487075806,0.3516983985900879
380,1517,No,No,0.32681959867477417,0.3107202351093292
381,1521,No,No,0.3135705888271332,0.29948726296424866
382,1525,No,No,0.2891310155391693,0.3358324468135834
383,1529,No,No,0.22204364836215973,0.2527759373188019
384,1533,No,No,0.2135196030139923,0.28069251775741577
385,1537,No,No,0.2806313931941986,0.26751235127449036
386,1541,No,No,0.2799625098705292,0.27284857630729675
387,1545,No,No,0.30545181035995483,0.30199018120765686
388,1549,No,No,0.2739410102367401,0.2184460610151291
389,1553,No,No,0.253027081489563,0.31120091676712036
390,1557,No,No,0.2749372720718384,0.3076598644256592
391,1561,No,No,0.2865734100341797,0.32771220803260803
392,1565,No,No,0.3613741099834442,0.3459937870502472
393,1569,No,No,0.2462984323501587,0.26561665534973145
394,1573,No,No,0.29838934540748596,0.2837293744087219
395,1577,No,No,0.27691328525543213,0.2802909016609192
396,1581,No,No,0.42522960901260376,0.3642429709434509
397,1585,No,No,0.39228567481040955,0.31787341833114624
398,1589,No,No,0.40147700905799866,0.34990614652633667
399,1593,No,No,0.36221715807914734,0.3392963111400604
400,1597,No,No,0.414005309343338,0.36376112699508667
401,1601,No,No,0.2273705154657364,0.25377240777015686
402,1605,No,No,0.23057645559310913,0.3347940742969513
403,1609,No,No,0.2511913478374481,0.2752264440059662
404,1613,No,No,0.3492873013019562,0.28095632791519165
405,1617,No,No,0.3109634518623352,0.24561329185962677
406,1621,No,No,0.2743091583251953,0.18664902448654175
407,1625,No,No,0.3477681279182434,0.34091299772262573
408,1629,No,No,0.347973495721817,0.3544243276119232
409,1633,No,No,0.2686469256877899,0.29644855856895447
410,1637,No,No,0.31677013635635376,0.32386159896850586
411,1641,No,No,0.328127920627594,0.31429553031921387
412,1645,No,No,0.33280420303344727,0.2726966142654419
413,1649,No,No,0.34676486253738403,0.3163699209690094
414,1653,No,No,0.3315450847148895,0.31841200590133667
415,1657,No,No,0.3134838938713074,0.24567697942256927
416,1661,No,No,0.33062875270843506,0.2600422203540802
417,1665,No,No,0.3140365481376648,0.31736496090888977
418,1669,No,No,0.2969891130924225,0.26667389273643494
419,1673,No,No,0.26409801840782166,0.2828187644481659
420,1677,No,No,0.35149163007736206,0.32744789123535156
421,1681,No,No,0.348251610994339,0.33879554271698
422,1685,No,No,0.33017390966415405,0.3026388883590698
423,1689,No,No,0.3006328046321869,0.3082773983478546
424,1693,No,No,0.2937399744987488,0.3060591518878937
425,1697,No,No,0.3065509498119354,0.2773549556732178
426,1701,No,No,0.2987546920776367,0.3061758279800415
427,1705,No,No,0.3018497824668884,0.2322627305984497
428,1709,No,No,0.19804775714874268,0.27052226662635803
429,1713,No,No,0.24855241179466248,0.27051371335983276
430,1717,No,No,0.2519001364707947,0.2846641540527344
431,1721,No,No,0.22561149299144745,0.2637515962123871
432,1725,No,No,0.29224705696105957,0.29792433977127075
433,1729,No,No,0.25192052125930786,0.2815404236316681
434,1733,No,No,0.2525469660758972,0.2747305929660797
435,1737,No,No,0.2793220281600952,0.27622276544570923
436,1741,No,No,0.2473207712173462,0.2413366734981537
437,1745,No,No,0.3219992220401764,0.34481921792030334
438,1749,No,No,0.33462345600128174,0.28082916140556335
439,1753,No,No,0.3179302215576172,0.26854971051216125
440,1757,No,No,0.3232206106185913,0.3515724539756775
441,1761,No,No,0.2945386469364166,0.3013521134853363
442,1765,No,No,0.32029661536216736,0.32299622893333435
443,1769,No,No,0.27596500515937805,0.2587762475013733
444,1773,No,No,0.2954230308532715,0.3406542241573334
445,1777,No,No,0.3016836643218994,0.2880430817604065
446,1781,No,No,0.27138015627861023,0.2847288250923157
447,1785,No,No,0.2755744159221649,0.2884122133255005
448,1789,No,No,0.23823285102844238,0.2759946882724762
449,1793,No,No,0.28074508905410767,0.28656402230262756
450,1797,No,No,0.2923988401889801,0.3252488672733307
451,1801,No,No,0.3562602400779724,0.3026817739009857
452,1805,No,No,0.3662344515323639,0.27285289764404297
453,1809,No,No,0.33872321248054504,0.29695168137550354
454,1813,No,No,0.3331880569458008,0.3024926483631134
455,1817,No,No,0.30342814326286316,0.2812711000442505
456,1821,No,No,0.3219767212867737,0.32870209217071533
457,1825,No,No,0.34351208806037903,0.37032756209373474
458,1829,No,No,0.3305201530456543,0.3305951952934265
459,1833,No,No,0.2754022777080536,0.3124760687351227
460,1837,No,No,0.3365750312805176,0.35467198491096497
461,1841,No,No,0.31976863741874695,0.3425808250904083
462,1845,No,No,0.2793368697166443,0.3133925497531891
463,1849,No,No,0.24844054877758026,0.3027919828891754
464,1853,No,No,0.264482706785202,0.32107606530189514
465,1857,No,No,0.25803226232528687,0.3062598705291748
466,1861,No,No,0.21995608508586884,0.25653737783432007
467,1865,No,No,0.2858748137950897,0.317124605178833
468,1869,No,No,0.38768354058265686,0.3318510353565216
469,1873,No,No,0.40182700753211975,0.3389933407306671
470,1877,No,No,0.3304847180843353,0.25771063566207886
471,1881,No,No,0.24022172391414642,0.26183179020881653
472,1885,No,No,0.2834784984588623,0.34501954913139343
473,1889,No,No,0.31274887919425964,0.2766495943069458
474,1893,No,No,0.27456387877464294,0.2934163212776184
475,1897,No,No,0.23725245893001556,0.2709253430366516
476,1901,No,No,0.20193935930728912,0.25272148847579956
477,1905,No,No,0.3664851784706116,0.2952854633331299
478,1909,No,No,0.3414962887763977,0.2919475734233856
479,1913,No,No,0.32547909021377563,0.29523682594299316
480,1917,No,No,0.29017019271850586,0.28926312923431396
481,1921,No,No,0.30333074927330017,0.2621628940105438
482,1925,No,No,0.34763747453689575,0.3408350646495819
483,1929,No,No,0.34534791111946106,0.3498276174068451
484,1933,No,No,0.33399030566215515,0.29164496064186096
485,1937,No,No,0.3074361979961395,0.2576098144054413
486,1941,No,No,0.3477790951728821,0.3852710723876953
487,1945,No,No,0.35066723823547363,0.35840195417404175
488,1949,No,No,0.31770387291908264,0.32997268438339233
489,1953,No,No,0.3192199468612671,0.3240736424922943
490,1957,No,No,0.289567768573761,0.3317028284072876
491,1961,No,No,0.2882923185825348,0.30918440222740173
492,1965,No,No,0.26606816053390503,0.2268812209367752
493,1969,No,No,0.2727788984775543,0.22544527053833008
494,1973,No,No,0.26635512709617615,0.26750674843788147
495,1977,No,No,0.25691965222358704,0.2719634473323822
496,1981,No,No,0.19847826659679413,0.26210466027259827
497,1985,No,No,0.2101045548915863,0.2898396849632263
498,1989,No,No,0.1897541880607605,0.2584438920021057
499,1993,No,No,0.1922071874141693,0.21062007546424866
500,1997,No,No,0.3985205590724945,0.33059054613113403
501,2001,No,No,0.33637696504592896,0.2800743579864502
502,2005,No,No,0.28562241792678833,0.27592989802360535
503,2009,No,No,0.293617308139801,0.30844247341156006
504,2013,No,No,0.3032658100128174,0.3071873188018799
505,2017,No,No,0.2657564580440521,0.29841670393943787
506,2021,No,No,0.3239749073982239,0.30827733874320984
507,2025,No,No,0.31573447585105896,0.36138486862182617
508,2029,No,No,0.30555814504623413,0.26307228207588196
509,2033,No,No,0.35141122341156006,0.2991176247596741
510,2037,No,No,0.40409693121910095,0.32217535376548767
511,2041,No,No,0.2605087459087372,0.30369487404823303
512,2045,No,No,0.30476391315460205,0.2963995337486267
513,2049,No,No,0.3383903503417969,0.25005626678466797
514,2053,No,No,0.3468882143497467,0.30630797147750854
515,2057,No,No,0.2543201446533203,0.29564806818962097
516,2061,No,No,0.2720642685890198,0.3069651424884796
517,2065,No,No,0.2822988033294678,0.3392084240913391
518,2069,No,No,0.28172996640205383,0.31438013911247253
519,2073,No,No,0.4728661775588989,0.44030722975730896
520,2077,No,No,0.4185017943382263,0.3420355021953583
521,2081,No,No,0.4395112991333008,0.30874601006507874
522,2085,No,No,0.28783535957336426,0.2659420967102051
523,2089,No,No,0.2675088047981262,0.2773574888706207
524,2093,No,No,0.28981468081474304,0.25039538741111755
525,2097,No,No,0.2930169701576233,0.30845317244529724
526,2101,No,No,0.36600661277770996,0.3489348590373993
527,2105,No,No,0.3582513928413391,0.381090372800827
