item,idx,hypernym_pred,swapped_pred,hypernym_yes,swapped_yes
129,513,Yes,No,0.5617737770080566,0.5014232993125916
130,517,Yes,Yes,0.5982746481895447,0.6441840529441833
131,521,Yes,Yes,0.6003663539886475,0.5290383696556091
132,525,No,No,0.5014335513114929,0.4599016606807709
133,529,Yes,Yes,0.5344070196151733,0.5282929539680481
134,533,Yes,Yes,0.5588635802268982,0.5790582299232483
135,537,Yes,Yes,0.5697869062423706,0.5433624982833862
136,541,Yes,Yes,0.5651065111160278,0.5677977800369263
137,545,No,No,0.3929511308670044,0.36318743228912354
138,549,No,No,0.4573774039745331,0.4641489088535309
139,553,Yes,No,0.506729006767273,0.38841015100479126
140,557,Yes,No,0.5137136578559875,0.38371527194976807
141,561,Yes,No,0.5509951114654541,0.47155481576919556
142,565,No,No,0.35926511883735657,0.46592557430267334
143,569,No,No,0.37839362025260925,0.41792988777160645
144,573,Yes,Yes,0.5827968120574951,0.5745829939842224
145,577,Yes,Yes,0.6063950061798096,0.5685073137283325
146,581,Yes,Yes,0.5946449637413025,0.6286046504974365
147,585,Yes,Yes,0.5829152464866638,0.5519928336143494
148,589,Yes,Yes,0.5404914617538452,0.5120756030082703
149,593,Yes,Yes,0.5344083309173584,0.5904511213302612
150,597,No,No,0.49039408564567566,0.4658634066581726
151,601,Yes,Yes,0.574463963508606,0.5549814105033875
152,605,No,No,0.47529399394989014,0.38092291355133057
153,609,Yes,No,0.527350127696991,0.47102826833724976
154,613,Yes,Yes,0.5456215739250183,0.5647421479225159
155,617,Yes,Yes,0.5107110142707825,0.5425141453742981
156,621,Yes,Yes,0.5053707957267761,0.6259791254997253
157,625,No,No,0.46411430835723877,0.33301234245300293
158,629,Yes,Yes,0.6433133482933044,0.5761072039604187
159,633,No,Yes,0.4062226414680481,0.5316588282585144
160,637,No,Yes,0.4539869725704193,0.5203375220298767
161,641,Yes,No,0.5423893332481384,0.4826889932155609
162,645,Yes,No,0.5114845633506775,0.3923451006412506
163,649,Yes,Yes,0.6584784984588623,0.5922435522079468
164,653,Yes,Yes,0.6209767460823059,0.5785397291183472
165,657,Yes,Yes,0.5870885252952576,0.5242655277252197
166,661,Yes,Yes,0.5325237512588501,0.5254123210906982
167,665,Yes,No,0.5544291138648987,0.45901671051979065
168,669,No,No,0.48315364122390747,0.49310413002967834
169,673,No,No,0.2079310417175293,0.42814671993255615
170,677,Yes,Yes,0.5723420977592468,0.5290780067443848
171,681,Yes,No,0.5210873484611511,0.4797087013721466
172,685,No,No,0.3966034948825836,0.4677567780017853
173,689,No,No,0.4129093587398529,0.3995290696620941
174,693,No,No,0.453064888715744,0.44340670108795166
175,697,No,No,0.424357146024704,0.4170665740966797
176,701,No,Yes,0.4661666452884674,0.5142391324043274
177,705,No,No,0.47119930386543274,0.5018198490142822
178,709,No,No,0.39974603056907654,0.49824368953704834
179,713,Yes,Yes,0.5080583095550537,0.5083785057067871
180,717,Yes,Yes,0.5466556549072266,0.542881429195404
181,721,Yes,No,0.5479585528373718,0.4799225330352783
182,725,No,Yes,0.48017895221710205,0.5049138069152832
183,729,No,Yes,0.4412093758583069,0.5124657154083252
184,733,No,No,0.3906894624233246,0.3883045017719269
185,737,No,No,0.4258960783481598,0.4944148063659668
186,741,No,No,0.4403145909309387,0.449178010225296
187,745,No,No,0.44694238901138306,0.43700119853019714
188,749,Yes,Yes,0.5327520370483398,0.5274540185928345
189,753,Yes,Yes,0.5672760605812073,0.5720255374908447
190,757,Yes,Yes,0.5193135738372803,0.6378512382507324
191,761,Yes,Yes,0.5410469770431519,0.5414795279502869
192,765,Yes,Yes,0.630919873714447,0.5870510935783386
193,769,Yes,Yes,0.6690122485160828,0.6687352657318115
194,773,Yes,Yes,0.6635602116584778,0.639842689037323
195,777,Yes,Yes,0.5702803730964661,0.5884737968444824
196,781,Yes,Yes,0.5635497570037842,0.5481693744659424
197,785,Yes,No,0.5136404633522034,0.49932172894477844
198,789,Yes,No,0.5503528118133545,0.4561493992805481
199,793,Yes,No,0.5221225023269653,0.47326821088790894
200,797,No,No,0.4768287241458893,0.4033854901790619
201,801,No,Yes,0.497265100479126,0.5563498139381409
202,805,No,Yes,0.4841357469558716,0.5224791765213013
203,809,Yes,Yes,0.6702697277069092,0.5828924775123596
204,813,Yes,Yes,0.6638337969779968,0.6086397767066956
205,817,No,No,0.4588278830051422,0.43572503328323364
206,821,Yes,No,0.5070900321006775,0.41587039828300476
207,825,Yes,Yes,0.5063585638999939,0.5885617136955261
208,829,Yes,No,0.5191774964332581,0.3976534903049469
209,833,Yes,Yes,0.5328127145767212,0.5202997922897339
210,837,Yes,No,0.5100994110107422,0.45839163661003113
211,841,Yes,Yes,0.5577988028526306,0.5192160606384277
212,845,No,No,0.4963214695453644,0.3935442268848419
213,849,Yes,No,0.5559069514274597,0.4848230481147766
214,853,Yes,Yes,0.5180776119232178,0.5417279601097107
215,857,No,Yes,0.46450453996658325,0.5533944964408875
216,861,No,Yes,0.3691471517086029,0.5018797516822815
217,865,No,Yes,0.405241459608078,0.5397099852561951
218,869,No,Yes,0.42588794231414795,0.5164446234703064
219,873,Yes,Yes,0.5642277598381042,0.5125900506973267
220,877,Yes,Yes,0.5810462832450867,0.542942464351654
221,881,Yes,No,0.5084003806114197,0.350787490606308
222,885,Yes,No,0.5409864187240601,0.4227028489112854
223,889,Yes,No,0.6117029190063477,0.4308485984802246
224,893,Yes,Yes,0.5301603674888611,0.536260724067688
225,897,Yes,Yes,0.5760174989700317,0.5529069304466248
226,901,Yes,Yes,0.5862995982170105,0.5870229601860046
227,905,Yes,Yes,0.5115100741386414,0.5430570244789124
228,909,Yes,Yes,0.512243390083313,0.5634593963623047
229,913,Yes,No,0.5079411864280701,0.44830530881881714
230,917,Yes,Yes,0.688512921333313,0.5886324048042297
231,921,No,Yes,0.4960426688194275,0.574750542640686
232,925,Yes,Yes,0.5268654227256775,0.5640458464622498
233,929,Yes,Yes,0.5401860475540161,0.6614290475845337
234,933,Yes,Yes,0.5254276394844055,0.6641415357589722
235,937,Yes,Yes,0.6072993874549866,0.5604600310325623
236,941,No,No,0.4642680287361145,0.47714290022850037
237,945,No,Yes,0.4964267611503601,0.521468460559845
238,949,Yes,No,0.5598939061164856,0.44477778673171997
239,953,Yes,Yes,0.5946786999702454,0.6048075556755066
240,957,Yes,Yes,0.5893153548240662,0.5602796673774719
241,961,Yes,No,0.626013994216919,0.46367257833480835
242,965,Yes,Yes,0.5377252697944641,0.5339437127113342
243,969,No,No,0.5006165504455566,0.4825563132762909
244,973,Yes,No,0.5448682904243469,0.34098806977272034
245,977,Yes,Yes,0.5504047274589539,0.5179623365402222
246,981,Yes,Yes,0.5966805219650269,0.5578644871711731
247,985,Yes,No,0.5380723476409912,0.48630329966545105
248,989,No,No,0.4982813894748688,0.3980461061000824
249,993,Yes,Yes,0.5157310366630554,0.5407854914665222
250,997,Yes,Yes,0.5582897663116455,0.5457921624183655
251,1001,No,No,0.47906389832496643,0.4653574228286743
252,1005,No,No,0.4849635362625122,0.4422903060913086
253,1009,Yes,No,0.5273053646087646,0.4520755410194397
254,1013,Yes,Yes,0.5028537511825562,0.505509614944458
255,1017,Yes,Yes,0.5613381266593933,0.5276660323143005
256,1021,Yes,Yes,0.5306281447410583,0.5201903581619263
257,1025,No,No,0.4863226115703583,0.5029280185699463
258,1029,No,Yes,0.49522146582603455,0.5403925776481628
259,1033,Yes,Yes,0.5905112028121948,0.5097051858901978
260,1037,No,No,0.45059260725975037,0.45331671833992004
261,1041,No,No,0.4623505771160126,0.4683787524700165
262,1045,No,No,0.4369790852069855,0.4348195195198059
263,1049,No,No,0.40061232447624207,0.3559184968471527
264,1053,No,No,0.44877687096595764,0.436886191368103
265,1057,No,No,0.4216386377811432,0.49689534306526184
266,1061,Yes,No,0.5283973217010498,0.49402448534965515
267,1065,No,No,0.42561694979667664,0.45071595907211304
268,1069,No,Yes,0.46597254276275635,0.5388621687889099
269,1073,No,Yes,0.4643239378929138,0.5799027681350708
270,1077,Yes,No,0.5612695813179016,0.46155446767807007
271,1081,No,Yes,0.4805907905101776,0.5063945651054382
272,1085,No,No,0.4606581926345825,0.48666298389434814
273,1089,Yes,Yes,0.5670565366744995,0.543507993221283
274,1093,No,No,0.4073753356933594,0.35638412833213806
275,1097,No,No,0.4628393054008484,0.42881909012794495
276,1101,No,No,0.4480776786804199,0.490261048078537
277,1105,Yes,Yes,0.5094503164291382,0.5302619934082031
278,1109,Yes,Yes,0.5364219546318054,0.5701056718826294
279,1113,Yes,No,0.535624086856842,0.430698961019516
280,1117,Yes,Yes,0.5781261324882507,0.5737869739532471
281,1121,Yes,Yes,0.6005792021751404,0.5539084672927856
282,1125,Yes,No,0.5381505489349365,0.4742565453052521
283,1129,Yes,Yes,0.5548841953277588,0.5152636766433716
284,1133,Yes,Yes,0.5880424380302429,0.5419818162918091
285,1137,Yes,Yes,0.5865108966827393,0.5804518461227417
286,1141,Yes,Yes,0.5559238791465759,0.5104238390922546
287,1145,Yes,No,0.5316863656044006,0.4956498444080353
288,1149,No,No,0.48688140511512756,0.4135110676288605
289,1153,Yes,Yes,0.6298344731330872,0.6340742707252502
290,1157,Yes,Yes,0.5619980692863464,0.539069414138794
291,1161,No,Yes,0.500116765499115,0.5253084301948547
292,1165,No,Yes,0.49817991256713867,0.5544220805168152
293,1169,Yes,No,0.5686200857162476,0.43583944439888
294,1173,Yes,Yes,0.5573773980140686,0.5500574707984924
295,1177,Yes,Yes,0.5420594811439514,0.5485125780105591
296,1181,Yes,No,0.5564400553703308,0.49279895424842834
297,1185,Yes,Yes,0.6098752617835999,0.5645691752433777
298,1189,Yes,Yes,0.700838029384613,0.5859658718109131
299,1193,Yes,No,0.5633462071418762,0.42204660177230835
300,1197,Yes,Yes,0.694908618927002,0.6196365356445312
301,1201,No,No,0.3965851962566376,0.4869673550128937
302,1205,Yes,Yes,0.5191792249679565,0.5178040266036987
303,1209,Yes,Yes,0.5624421238899231,0.544700026512146
304,1213,Yes,No,0.5282859206199646,0.4541257619857788
305,1217,No,Yes,0.4868045747280121,0.5337862372398376
306,1221,Yes,Yes,0.5357231497764587,0.535184383392334
307,1225,No,No,0.42042815685272217,0.47108200192451477
308,1229,No,No,0.4491734504699707,0.4470750689506531
309,1233,No,No,0.39436808228492737,0.48460155725479126
310,1237,Yes,Yes,0.534694254398346,0.5594337582588196
311,1241,Yes,Yes,0.6183733344078064,0.544035017490387
312,1245,Yes,Yes,0.6039401888847351,0.6392424702644348
313,1249,No,No,0.4931917190551758,0.4809242784976959
314,1253,Yes,Yes,0.6078465580940247,0.5480661392211914
315,1257,Yes,Yes,0.6292515397071838,0.5419027209281921
316,1261,No,No,0.4364143908023834,0.4549013674259186
317,1265,No,No,0.4541034698486328,0.445745050907135
318,1269,No,No,0.4136832654476166,0.4055612087249756
319,1273,Yes,Yes,0.6135088801383972,0.565426766872406
320,1277,Yes,Yes,0.6055393218994141,0.5899258255958557
321,1281,Yes,No,0.5542551279067993,0.4646267890930176
322,1285,Yes,No,0.5659011006355286,0.4844576120376587
323,1289,Yes,Yes,0.5252797603607178,0.5097411870956421
324,1293,Yes,Yes,0.5928077101707458,0.590135931968689
325,1297,No,No,0.4793843924999237,0.4693809151649475
326,1301,Yes,Yes,0.5255995392799377,0.5104194283485413
327,1305,No,Yes,0.4857529401779175,0.5827082991600037
328,1309,No,Yes,0.49558311700820923,0.5461581349372864
329,1313,Yes,No,0.5140209794044495,0.45025092363357544
330,1317,Yes,Yes,0.5514075756072998,0.5718474388122559
331,1321,No,No,0.5023356080055237,0.501769483089447
332,1325,No,Yes,0.49216192960739136,0.5309373736381531
333,1329,No,Yes,0.468547523021698,0.5228723287582397
334,1333,Yes,No,0.5807421207427979,0.45887136459350586
335,1337,No,No,0.4991331100463867,0.4132643938064575
336,1341,Yes,No,0.5895776152610779,0.4493292570114136
337,1345,Yes,Yes,0.665536642074585,0.5822174549102783
338,1349,Yes,Yes,0.6217677593231201,0.5803765654563904
339,1353,Yes,Yes,0.6041830778121948,0.5229837894439697
340,1357,Yes,Yes,0.5982030630111694,0.5203505754470825
341,1361,Yes,Yes,0.5960810780525208,0.5394698977470398
342,1365,No,No,0.48669615387916565,0.4712103605270386
343,1369,Yes,Yes,0.5960411429405212,0.598430335521698
344,1373,No,Yes,0.4814811944961548,0.5315374732017517
345,1377,Yes,Yes,0.6371824145317078,0.5905910730361938
346,1381,No,No,0.4923991858959198,0.4111437201499939
347,1385,Yes,Yes,0.5581673979759216,0.5037409663200378
348,1389,No,Yes,0.5041261911392212,0.540807843208313
349,1393,No,No,0.42578738927841187,0.3476232588291168
350,1397,No,No,0.4360555112361908,0.4749484956264496
351,1401,No,No,0.4531497657299042,0.4310673177242279
352,1405,Yes,Yes,0.5252490043640137,0.551882803440094
353,1409,No,Yes,0.45920151472091675,0.5087185502052307
354,1413,Yes,No,0.5194135904312134,0.4948885142803192
355,1417,Yes,No,0.573265552520752,0.46956968307495117
356,1421,Yes,No,0.5221928954124451,0.4877917766571045
357,1425,Yes,Yes,0.5325719714164734,0.537109375
358,1429,Yes,No,0.5444695949554443,0.43884220719337463
359,1433,Yes,Yes,0.5665298700332642,0.5125383734703064
360,1437,No,Yes,0.48295775055885315,0.5078824162483215
361,1441,Yes,Yes,0.5579773783683777,0.5441242456436157
362,1445,Yes,Yes,0.5058527588844299,0.5301241278648376
363,1449,Yes,Yes,0.5576288104057312,0.5264298915863037
364,1453,Yes,No,0.5705728530883789,0.4782463610172272
365,1457,Yes,No,0.5294447541236877,0.4915025532245636
366,1461,Yes,No,0.554689884185791,0.47849783301353455
367,1465,Yes,No,0.5247042775154114,0.4285794794559479
368,1469,Yes,No,0.5635952353477478,0.4968724548816681
369,1473,Yes,Yes,0.5684619545936584,0.5476768016815186
370,1477,Yes,Yes,0.5314233899116516,0.5177797079086304
371,1481,Yes,Yes,0.5652942061424255,0.5966152548789978
372,1485,Yes,No,0.5671478509902954,0.4838249981403351
373,1489,Yes,No,0.5778787136077881,0.4965530335903168
374,1493,Yes,Yes,0.5959102511405945,0.5572443604469299
375,1497,Yes,Yes,0.6012963056564331,0.5343450903892517
376,1501,Yes,Yes,0.6045854687690735,0.5500304698944092
377,1505,No,No,0.4480164647102356,0.48892828822135925
378,1509,No,Yes,0.44386133551597595,0.5263460874557495
379,1513,No,Yes,0.4788902699947357,0.561802089214325
380,1517,No,Yes,0.4700203239917755,0.5089741945266724
381,1521,No,Yes,0.44172972440719604,0.5318446755409241
382,1525,No,Yes,0.39026975631713867,0.5119706392288208
383,1529,No,Yes,0.4643600881099701,0.5403259992599487
384,1533,No,Yes,0.48352447152137756,0.5309568047523499
385,1537,Yes,Yes,0.6455650925636292,0.682610273361206
386,1541,Yes,Yes,0.5943703055381775,0.6538349986076355
387,1545,Yes,Yes,0.6807268261909485,0.6629895567893982
388,1549,No,No,0.4264693558216095,0.3835543096065521
389,1553,No,No,0.44835585355758667,0.38221246004104614
390,1557,No,No,0.4278412461280823,0.42962759733200073
391,1561,No,No,0.4860929548740387,0.46295082569122314
392,1565,Yes,Yes,0.5502969026565552,0.5744645595550537
393,1569,No,No,0.36506250500679016,0.3521097004413605
394,1573,No,No,0.4151270091533661,0.43544918298721313
395,1577,No,No,0.36862221360206604,0.36060842871665955
396,1581,Yes,Yes,0.619839072227478,0.5330120921134949
397,1585,Yes,Yes,0.6044027805328369,0.5739021897315979
398,1589,Yes,Yes,0.580193281173706,0.5716127157211304
399,1593,Yes,Yes,0.612135648727417,0.6577714085578918
400,1597,Yes,No,0.6099746227264404,0.48875588178634644
401,1601,No,No,0.4947425425052643,0.47422364354133606
402,1605,No,Yes,0.4850517511367798,0.5810918807983398
403,1609,Yes,No,0.5733457803726196,0.457319974899292
404,1613,Yes,Yes,0.5414780378341675,0.5387834906578064
405,1617,No,Yes,0.4847993850708008,0.5629794597625732
406,1621,No,No,0.46961143612861633,0.3537661135196686
407,1625,Yes,Yes,0.6042967438697815,0.5595548748970032
408,1629,Yes,Yes,0.5631925463676453,0.5673127770423889
409,1633,No,No,0.4587298631668091,0.35564178228378296
410,1637,Yes,No,0.5282467007637024,0.4594862461090088
411,1641,Yes,No,0.568372905254364,0.47962382435798645
412,1645,Yes,No,0.5196694135665894,0.43897542357444763
413,1649,No,Yes,0.5015419125556946,0.5694772005081177
414,1653,Yes,Yes,0.5731498599052429,0.5504700541496277
415,1657,Yes,Yes,0.5617731213569641,0.5402485728263855
416,1661,Yes,No,0.5360233783721924,0.44595059752464294
417,1665,Yes,Yes,0.5554231405258179,0.5721505284309387
418,1669,Yes,No,0.545716404914856,0.47623100876808167
419,1673,Yes,Yes,0.5329903960227966,0.5372887253761292
420,1677,Yes,No,0.5831121206283569,0.48761051893234253
421,1681,Yes,Yes,0.5566486716270447,0.5430050492286682
422,1685,Yes,Yes,0.5266245603561401,0.5647842884063721
423,1689,Yes,No,0.5407023429870605,0.48489758372306824
424,1693,Yes,No,0.5103830099105835,0.4843716621398926
425,1697,Yes,No,0.5707153677940369,0.4719717800617218
426,1701,Yes,Yes,0.7137145400047302,0.614528238773346
427,1705,Yes,No,0.6083801984786987,0.45025143027305603
428,1709,Yes,Yes,0.5294127464294434,0.5654982924461365
429,1713,No,No,0.48816990852355957,0.46327194571495056
430,1717,No,No,0.4622291326522827,0.4249572455883026
431,1721,No,No,0.4466211795806885,0.3626757562160492
432,1725,No,Yes,0.42039382457733154,0.5134463906288147
433,1729,No,No,0.40292826294898987,0.3967943489551544
434,1733,No,No,0.4392993450164795,0.44432711601257324
435,1737,No,No,0.42991769313812256,0.45690199732780457
436,1741,No,Yes,0.4434414505958557,0.5338189601898193
437,1745,Yes,No,0.5583435893058777,0.48942098021507263
438,1749,Yes,Yes,0.5508453249931335,0.5108658671379089
439,1753,Yes,No,0.5241498351097107,0.47487887740135193
440,1757,Yes,Yes,0.5466393828392029,0.5693836212158203
441,1761,Yes,Yes,0.5560998320579529,0.6173393726348877
442,1765,Yes,Yes,0.5495553016662598,0.5123424530029297
443,1769,No,No,0.4821678102016449,0.4910286068916321
444,1773,No,No,0.4532599151134491,0.4662959575653076
445,1777,No,No,0.4507988393306732,0.4118484854698181
446,1781,Yes,No,0.5936457514762878,0.4759159982204437
447,1785,No,No,0.4041741192340851,0.46751606464385986
448,1789,No,No,0.38776203989982605,0.3503320813179016
449,1793,No,No,0.4303356111049652,0.4300134479999542
450,1797,No,Yes,0.42146816849708557,0.5152519941329956
451,1801,No,No,0.42351919412612915,0.4567619860172272
452,1805,No,No,0.4562792479991913,0.4830530285835266
453,1809,No,No,0.4020023047924042,0.4234323799610138
454,1813,No,No,0.3728797435760498,0.3761286735534668
455,1817,No,No,0.3525400459766388,0.33425119519233704
456,1821,Yes,Yes,0.5882817506790161,0.529832661151886
457,1825,Yes,Yes,0.6182120442390442,0.5719021558761597
458,1829,Yes,Yes,0.5778513550758362,0.518291175365448
459,1833,No,No,0.4942443370819092,0.4634883999824524
460,1837,Yes,Yes,0.582528293132782,0.5391631126403809
461,1841,Yes,No,0.5559710264205933,0.4972020089626312
462,1845,No,No,0.47115862369537354,0.47947821021080017
463,1849,No,No,0.4227730929851532,0.37718626856803894
464,1853,Yes,Yes,0.5071941018104553,0.6109752655029297
465,1857,Yes,Yes,0.6314712762832642,0.5987415313720703
466,1861,Yes,Yes,0.5201886892318726,0.546488881111145
467,1865,No,No,0.3719298839569092,0.5011693835258484
468,1869,Yes,Yes,0.5543967485427856,0.5149522423744202
469,1873,Yes,Yes,0.5967097282409668,0.5069504976272583
470,1877,No,Yes,0.4966238737106323,0.537947416305542
471,1881,Yes,No,0.5168050527572632,0.4372270107269287
472,1885,Yes,Yes,0.5164591073989868,0.5440700650215149
473,1889,No,No,0.5040420293807983,0.49959608912467957
474,1893,No,No,0.44053053855895996,0.4344777762889862
475,1897,No,No,0.43338996171951294,0.433432936668396
476,1901,No,No,0.3818989396095276,0.343707799911499
477,1905,Yes,Yes,0.5778287053108215,0.5345199704170227
478,1909,Yes,Yes,0.5279965996742249,0.5326122641563416
479,1913,No,Yes,0.47757506370544434,0.5546197295188904
480,1917,No,Yes,0.4792569875717163,0.6016337275505066
481,1921,No,No,0.48069560527801514,0.48375818133354187
482,1925,Yes,Yes,0.6079922914505005,0.5282509326934814
483,1929,Yes,Yes,0.5658959746360779,0.590388834476471
484,1933,Yes,Yes,0.5944735407829285,0.5512978434562683
485,1937,Yes,No,0.5258861780166626,0.4945191442966461
486,1941,Yes,Yes,0.5199833512306213,0.5434363484382629
