item,idx,hypernym_pred,swapped_pred,hypernym_yes,swapped_yes
54,213,Yes,Yes,0.665552020072937,0.6811869740486145
55,217,Yes,Yes,0.6681070923805237,0.6670905947685242
56,221,Yes,Yes,0.6383281946182251,0.6457821130752563
57,225,Yes,Yes,0.6621503829956055,0.6670137047767639
58,229,Yes,Yes,0.6112533211708069,0.6542447805404663
59,233,Yes,Yes,0.621559202671051,0.5476561784744263
60,237,Yes,Yes,0.6482785940170288,0.6281729340553284
61,241,Yes,Yes,0.6701112985610962,0.6035555005073547
62,245,Yes,Yes,0.6902409195899963,0.5903708934783936
63,249,Yes,Yes,0.6658868193626404,0.604426383972168
64,253,Yes,Yes,0.7675552368164062,0.738713264465332
65,257,Yes,Yes,0.6676470041275024,0.6708590388298035
66,261,Yes,Yes,0.6107797622680664,0.5233211517333984
67,265,Yes,Yes,0.6600629687309265,0.5514363050460815
68,269,Yes,Yes,0.6967983841896057,0.6800017356872559
69,273,Yes,Yes,0.679082453250885,0.5939552187919617
70,277,Yes,Yes,0.675153374671936,0.6306972503662109
71,281,Yes,Yes,0.5416684746742249,0.6233607530593872
72,285,Yes,Yes,0.6566687226295471,0.6156579852104187
73,289,Yes,Yes,0.6291389465332031,0.5421658158302307
74,293,Yes,Yes,0.6336116194725037,0.6457429528236389
75,297,Yes,Yes,0.6534529328346252,0.5715187191963196
76,301,Yes,Yes,0.6928718686103821,0.730002760887146
77,305,Yes,Yes,0.7114868760108948,0.6870412230491638
78,309,Yes,Yes,0.6205660700798035,0.6734122037887573
79,313,Yes,Yes,0.6786603331565857,0.6430674195289612
80,317,Yes,Yes,0.6900867223739624,0.6620506644248962
81,321,Yes,Yes,0.7102528214454651,0.5806994438171387
82,325,Yes,Yes,0.7425382137298584,0.672576367855072
83,329,Yes,Yes,0.6671425700187683,0.643108069896698
84,333,Yes,Yes,0.5676438808441162,0.5297067165374756
85,337,Yes,Yes,0.6479322910308838,0.5708198547363281
86,341,Yes,Yes,0.5950953364372253,0.5549202561378479
87,345,Yes,Yes,0.6379010081291199,0.6371222734451294
88,349,Yes,No,0.6303491592407227,0.4730495810508728
89,353,Yes,Yes,0.6249276399612427,0.5272073149681091
90,357,Yes,Yes,0.5582409501075745,0.5204740762710571
91,361,Yes,Yes,0.5479567646980286,0.5947502255439758
92,365,Yes,Yes,0.615007221698761,0.6740750074386597
93,369,Yes,Yes,0.7240251898765564,0.6434961557388306
94,373,Yes,Yes,0.6986532807350159,0.6059641242027283
95,377,Yes,Yes,0.6672483682632446,0.6453741192817688
96,381,Yes,Yes,0.6039069294929504,0.5866178274154663
97,385,Yes,Yes,0.7053787112236023,0.6411265134811401
98,389,Yes,Yes,0.7328132390975952,0.6618842482566833
99,393,Yes,Yes,0.7397706508636475,0.6739866137504578
100,397,Yes,Yes,0.6797147989273071,0.693884551525116
101,401,Yes,Yes,0.6369653940200806,0.6107958555221558
102,405,Yes,Yes,0.67393958568573,0.6821020245552063
103,409,Yes,Yes,0.6034812927246094,0.5433638095855713
104,413,Yes,Yes,0.6734569072723389,0.6813174486160278
105,417,Yes,Yes,0.627701461315155,0.565619170665741
106,421,Yes,Yes,0.5949292182922363,0.6128913164138794
107,425,Yes,Yes,0.6196500658988953,0.6479306817054749
108,429,Yes,Yes,0.6605930328369141,0.6873968243598938
109,433,Yes,Yes,0.6842482089996338,0.6465306282043457
110,437,Yes,Yes,0.6353822350502014,0.5915074944496155
111,441,Yes,Yes,0.7056102752685547,0.6129744052886963
112,445,Yes,Yes,0.6920892596244812,0.6658740639686584
113,449,Yes,Yes,0.7034523487091064,0.6124773621559143
114,453,Yes,Yes,0.7030326724052429,0.6294100880622864
115,457,Yes,Yes,0.607366144657135,0.562050461769104
116,461,Yes,Yes,0.642632007598877,0.6748459339141846
117,465,Yes,Yes,0.7300359010696411,0.6449819207191467
118,469,Yes,Yes,0.747755765914917,0.6754248738288879
119,473,Yes,Yes,0.6172386407852173,0.5450830459594727
120,477,Yes,Yes,0.6347273588180542,0.6300960779190063
121,481,Yes,Yes,0.7056524157524109,0.6194113492965698
122,485,Yes,Yes,0.7065969109535217,0.6663240194320679
123,489,Yes,Yes,0.68497234582901,0.6108100414276123
124,493,Yes,Yes,0.6989316344261169,0.6580702066421509
125,497,Yes,Yes,0.6709709167480469,0.6247974634170532
126,501,Yes,Yes,0.6124759912490845,0.604011595249176
127,505,Yes,Yes,0.6672629117965698,0.6025818586349487
128,509,Yes,Yes,0.6874170899391174,0.595343828201294
129,513,Yes,Yes,0.6486282348632812,0.554190456867218
130,517,Yes,Yes,0.709220290184021,0.6797386407852173
131,521,Yes,Yes,0.6949233412742615,0.666873037815094
132,525,Yes,Yes,0.6954095959663391,0.6209781765937805
133,529,Yes,Yes,0.7127652168273926,0.6076768040657043
134,533,Yes,Yes,0.628704845905304,0.5076503753662109
135,537,Yes,No,0.6068408489227295,0.4964642822742462
136,541,Yes,Yes,0.6235854029655457,0.522240161895752
137,545,Yes,Yes,0.5949448347091675,0.5308360457420349
138,549,Yes,Yes,0.6206062436103821,0.6804022789001465
139,553,Yes,Yes,0.5134851336479187,0.5369935035705566
140,557,Yes,No,0.6122941970825195,0.5036978125572205
141,561,Yes,Yes,0.6064791679382324,0.6179226636886597
142,565,Yes,No,0.5845021605491638,0.45494508743286133
143,569,Yes,Yes,0.6639726161956787,0.5869056582450867
144,573,Yes,Yes,0.6224818229675293,0.6356350183486938
145,577,Yes,Yes,0.6998922228813171,0.6410249471664429
146,581,Yes,Yes,0.6633676290512085,0.6566332578659058
147,585,Yes,Yes,0.7295463681221008,0.6817772388458252
148,589,Yes,Yes,0.6817539930343628,0.6076535582542419
149,593,Yes,Yes,0.7376580238342285,0.6671651005744934
150,597,Yes,Yes,0.6835644841194153,0.6750484704971313
151,601,Yes,Yes,0.6800885796546936,0.6344456076622009
152,605,Yes,Yes,0.740425169467926,0.5661579370498657
153,609,Yes,Yes,0.7854177355766296,0.6835763454437256
154,613,Yes,Yes,0.6629217863082886,0.668918788433075
155,617,Yes,Yes,0.630649209022522,0.6360483765602112
156,621,Yes,Yes,0.7254152894020081,0.6614205241203308
157,625,Yes,Yes,0.6214786767959595,0.5924685001373291
158,629,Yes,Yes,0.5993993282318115,0.5591681003570557
159,633,Yes,Yes,0.6142824292182922,0.6020275950431824
160,637,Yes,Yes,0.6462621688842773,0.6379820704460144
161,641,Yes,Yes,0.7007431387901306,0.6678552627563477
162,645,Yes,Yes,0.6360138654708862,0.5200492143630981
163,649,Yes,Yes,0.7561588287353516,0.7287968993186951
164,653,Yes,Yes,0.743705153465271,0.6742414236068726
165,657,Yes,Yes,0.7103833556175232,0.6354425549507141
166,661,Yes,Yes,0.6320139765739441,0.5467537641525269
167,665,Yes,Yes,0.6880739331245422,0.6569342017173767
168,669,Yes,No,0.6113067865371704,0.48997512459754944
169,673,No,Yes,0.46722501516342163,0.59930419921875
170,677,Yes,Yes,0.6887284517288208,0.552898108959198
171,681,Yes,No,0.5310544371604919,0.44041603803634644
172,685,Yes,Yes,0.5978174805641174,0.556976854801178
173,689,Yes,Yes,0.5726719498634338,0.5484721660614014
174,693,Yes,Yes,0.6177230477333069,0.6263136267662048
175,697,Yes,Yes,0.6448751091957092,0.5731058120727539
176,701,Yes,Yes,0.641667902469635,0.6189143657684326
177,705,Yes,No,0.541118323802948,0.4872840940952301
178,709,Yes,Yes,0.5260822772979736,0.5769094228744507
179,713,Yes,Yes,0.6561397910118103,0.6234648823738098
180,717,Yes,Yes,0.6164425015449524,0.6319528222084045
181,721,Yes,Yes,0.6618561148643494,0.6186174750328064
182,725,Yes,Yes,0.6039746999740601,0.6172232031822205
183,729,Yes,Yes,0.6622580885887146,0.606917142868042
184,733,No,Yes,0.45917341113090515,0.5315720438957214
185,737,Yes,Yes,0.6018873453140259,0.5659341812133789
186,741,Yes,Yes,0.6611592769622803,0.5948107242584229
187,745,Yes,Yes,0.6174027323722839,0.6075954437255859
188,749,Yes,Yes,0.7433308959007263,0.7163903713226318
189,753,Yes,Yes,0.7767472267150879,0.7129511833190918
190,757,Yes,Yes,0.6348313093185425,0.6071476936340332
191,761,Yes,Yes,0.5745958685874939,0.5909069180488586
192,765,Yes,Yes,0.6178319454193115,0.5472841858863831
193,769,Yes,Yes,0.6606190204620361,0.5941847562789917
194,773,Yes,Yes,0.6944460272789001,0.6147952675819397
195,777,Yes,Yes,0.7486413717269897,0.6741803288459778
196,781,Yes,Yes,0.756678581237793,0.6645923852920532
197,785,Yes,Yes,0.6161113977432251,0.5953629016876221
198,789,Yes,Yes,0.6083205342292786,0.5906524658203125
199,793,Yes,Yes,0.6483926773071289,0.628369152545929
200,797,Yes,Yes,0.6112523078918457,0.5399580597877502
201,801,Yes,Yes,0.6624928116798401,0.6062886118888855
202,805,Yes,Yes,0.6292723417282104,0.6390041708946228
203,809,Yes,Yes,0.7071529626846313,0.6483504772186279
204,813,Yes,Yes,0.6924018263816833,0.6289656758308411
205,817,Yes,No,0.5653697848320007,0.49079182744026184
206,821,Yes,Yes,0.6967503428459167,0.6394006013870239
207,825,Yes,Yes,0.743028998374939,0.6379872560501099
208,829,No,Yes,0.46803608536720276,0.5542483329772949
209,833,Yes,Yes,0.7117477655410767,0.6312792301177979
210,837,Yes,Yes,0.6898940205574036,0.5791344046592712
211,841,Yes,Yes,0.6098377704620361,0.6446927189826965
212,845,Yes,Yes,0.6182126998901367,0.5779469609260559
213,849,Yes,Yes,0.7084364295005798,0.7284095883369446
214,853,Yes,Yes,0.6654036045074463,0.5690827369689941
215,857,Yes,Yes,0.5907817482948303,0.5831472277641296
216,861,Yes,Yes,0.6161472201347351,0.5873503088951111
217,865,Yes,Yes,0.5808807611465454,0.5791708827018738
218,869,Yes,Yes,0.6245344281196594,0.6246857643127441
219,873,Yes,Yes,0.7023897767066956,0.5977499485015869
220,877,Yes,Yes,0.6918520331382751,0.6000696420669556
221,881,Yes,No,0.5454715490341187,0.46096915006637573
222,885,Yes,Yes,0.5892951488494873,0.547968327999115
223,889,Yes,Yes,0.5935860872268677,0.5615286231040955
224,893,Yes,Yes,0.5520106554031372,0.5385909080505371
225,897,Yes,Yes,0.6484351754188538,0.6283264756202698
226,901,Yes,Yes,0.5628747940063477,0.5727807879447937
227,905,Yes,Yes,0.5871882438659668,0.5591756701469421
228,909,Yes,Yes,0.659563422203064,0.6032615900039673
229,913,Yes,Yes,0.6748733520507812,0.6638962030410767
230,917,Yes,Yes,0.6344696879386902,0.5697998404502869
231,921,Yes,Yes,0.6120087504386902,0.5769755840301514
232,925,Yes,Yes,0.6203861236572266,0.6475566029548645
233,929,Yes,Yes,0.7105311751365662,0.6505131721496582
234,933,Yes,Yes,0.6427837610244751,0.6225599050521851
235,937,Yes,Yes,0.5849741697311401,0.6245714426040649
236,941,Yes,Yes,0.581800103187561,0.5682892799377441
237,945,Yes,Yes,0.6379662752151489,0.6090034246444702
238,949,Yes,Yes,0.5887664556503296,0.5868796110153198
239,953,Yes,Yes,0.5581899285316467,0.6196710467338562
240,957,Yes,Yes,0.5312381386756897,0.5706104636192322
241,961,Yes,Yes,0.6692954301834106,0.6336069107055664
242,965,Yes,Yes,0.5916754007339478,0.5816924571990967
243,969,Yes,Yes,0.5566800832748413,0.5517029166221619
244,973,Yes,Yes,0.5841876268386841,0.6016837358474731
245,977,Yes,Yes,0.6363935470581055,0.675140380859375
246,981,Yes,Yes,0.62441086769104,0.6752163767814636
247,985,Yes,Yes,0.6844557523727417,0.6675649881362915
248,989,Yes,Yes,0.6048691868782043,0.5274779200553894
249,993,Yes,Yes,0.616208553314209,0.6011693477630615
250,997,Yes,Yes,0.622407078742981,0.6172301173210144
251,1001,Yes,Yes,0.6680002808570862,0.5863637924194336
252,1005,Yes,Yes,0.6610412001609802,0.6697200536727905
253,1009,Yes,Yes,0.5244228839874268,0.5381374359130859
254,1013,Yes,Yes,0.56559818983078,0.5805201530456543
255,1017,Yes,Yes,0.5772338509559631,0.596865177154541
256,1021,Yes,Yes,0.59452223777771,0.5883694887161255
257,1025,Yes,Yes,0.5338481664657593,0.6111765503883362
258,1029,Yes,Yes,0.5818667411804199,0.6396223902702332
259,1033,Yes,Yes,0.7285458445549011,0.7444753050804138
260,1037,Yes,Yes,0.5517100691795349,0.5693700909614563
261,1041,Yes,Yes,0.5780391097068787,0.5820712447166443
262,1045,Yes,Yes,0.5969201922416687,0.5363107919692993
263,1049,Yes,Yes,0.5227870941162109,0.5102515816688538
264,1053,Yes,Yes,0.5492871999740601,0.601049542427063
265,1057,Yes,Yes,0.5504679679870605,0.5140182375907898
266,1061,Yes,Yes,0.5928307175636292,0.6021980047225952
267,1065,Yes,Yes,0.6542704105377197,0.6025863289833069
268,1069,Yes,Yes,0.7284753322601318,0.6493654251098633
269,1073,Yes,Yes,0.7018870115280151,0.6816427111625671
270,1077,Yes,Yes,0.7317599058151245,0.6311882138252258
271,1081,Yes,Yes,0.6415261030197144,0.6578156352043152
272,1085,Yes,Yes,0.582592248916626,0.6362491250038147
273,1089,Yes,Yes,0.6912804841995239,0.6626669764518738
274,1093,Yes,Yes,0.6539547443389893,0.5572766661643982
275,1097,Yes,Yes,0.692934513092041,0.6748855113983154
276,1101,Yes,Yes,0.612821102142334,0.625809371471405
277,1105,Yes,No,0.5831453204154968,0.4953513741493225
278,1109,Yes,Yes,0.6384664177894592,0.5558382868766785
279,1113,Yes,Yes,0.6526964902877808,0.594600260257721
280,1117,Yes,Yes,0.6736236214637756,0.6066809892654419
281,1121,Yes,Yes,0.6803054809570312,0.6290070414543152
282,1125,Yes,Yes,0.6098698377609253,0.5914134979248047
283,1129,Yes,Yes,0.6022348999977112,0.5575084090232849
284,1133,Yes,Yes,0.6401553153991699,0.6250863671302795
285,1137,Yes,Yes,0.6864643096923828,0.6761345267295837
286,1141,Yes,Yes,0.6389675736427307,0.6107363700866699
287,1145,Yes,Yes,0.5695622563362122,0.5863366723060608
288,1149,No,No,0.49271655082702637,0.4536491334438324
289,1153,Yes,Yes,0.6246336698532104,0.6038820147514343
290,1157,Yes,Yes,0.7351474761962891,0.6632521152496338
291,1161,Yes,Yes,0.7306594252586365,0.6960325241088867
292,1165,Yes,Yes,0.73387610912323,0.6579743027687073
293,1169,Yes,Yes,0.6308870315551758,0.594029426574707
294,1173,Yes,Yes,0.59272700548172,0.5161986351013184
295,1177,Yes,Yes,0.6241286396980286,0.5726171731948853
296,1181,Yes,Yes,0.6598688960075378,0.676127552986145
297,1185,Yes,Yes,0.633597731590271,0.5413314700126648
298,1189,Yes,Yes,0.6709554195404053,0.6755659580230713
299,1193,Yes,Yes,0.7025655508041382,0.6291978359222412
300,1197,Yes,Yes,0.6051808595657349,0.6477591395378113
301,1201,Yes,Yes,0.7155733108520508,0.6559925079345703
302,1205,Yes,Yes,0.6426514387130737,0.6606205105781555
303,1209,Yes,Yes,0.7005703449249268,0.6834078431129456
304,1213,Yes,Yes,0.5978479981422424,0.561430037021637
305,1217,Yes,Yes,0.6654592752456665,0.6128094792366028
306,1221,Yes,Yes,0.6950320601463318,0.6314218640327454
307,1225,Yes,Yes,0.715688943862915,0.6201898455619812
308,1229,Yes,Yes,0.7445648312568665,0.6241277456283569
309,1233,Yes,Yes,0.7136673331260681,0.6386779546737671
310,1237,Yes,No,0.6578279733657837,0.5076655745506287
311,1241,Yes,Yes,0.5927853584289551,0.5812340378761292
312,1245,Yes,Yes,0.6291881203651428,0.5646654963493347
313,1249,No,Yes,0.4938316345214844,0.5978677868843079
314,1253,Yes,Yes,0.6602599620819092,0.6327142119407654
315,1257,Yes,Yes,0.6808336973190308,0.6971917152404785
316,1261,Yes,Yes,0.6839313507080078,0.6420025825500488
317,1265,Yes,Yes,0.7021321058273315,0.6768519282341003
318,1269,Yes,Yes,0.6829019784927368,0.6236489415168762
319,1273,Yes,Yes,0.6755956411361694,0.608891487121582
320,1277,Yes,Yes,0.6776494979858398,0.630266547203064
321,1281,Yes,Yes,0.7921552658081055,0.6661401987075806
322,1285,Yes,Yes,0.7192462086677551,0.618842363357544
323,1289,Yes,Yes,0.6478665471076965,0.6110727190971375
324,1293,Yes,Yes,0.6936092376708984,0.6704484224319458
325,1297,Yes,Yes,0.557580292224884,0.5253214836120605
326,1301,Yes,Yes,0.6793525815010071,0.6449008584022522
327,1305,Yes,Yes,0.6753912568092346,0.622298002243042
328,1309,Yes,Yes,0.6639652252197266,0.5822970867156982
329,1313,Yes,Yes,0.6861346960067749,0.5832633972167969
330,1317,Yes,Yes,0.6429155468940735,0.6268700361251831
331,1321,Yes,Yes,0.6158251762390137,0.6434100270271301
332,1325,Yes,Yes,0.6248027086257935,0.6511218547821045
333,1329,Yes,Yes,0.6010010242462158,0.5747891664505005
334,1333,Yes,Yes,0.6482430100440979,0.5919430255889893
335,1337,Yes,Yes,0.6647529602050781,0.5914587378501892
336,1341,Yes,Yes,0.688227653503418,0.6275861859321594
337,1345,Yes,Yes,0.7060602307319641,0.6271393299102783
338,1349,Yes,Yes,0.7153668999671936,0.6182913780212402
339,1353,Yes,Yes,0.6700682044029236,0.5637787580490112
340,1357,Yes,Yes,0.66633540391922,0.5840716361999512
341,1361,Yes,Yes,0.6666254997253418,0.5275425910949707
342,1365,Yes,Yes,0.7830744385719299,0.7119147181510925
343,1369,Yes,Yes,0.6552196145057678,0.6295146942138672
344,1373,Yes,Yes,0.549330472946167,0.6022090315818787
345,1377,Yes,Yes,0.6934622526168823,0.6908249855041504
346,1381,Yes,Yes,0.534250795841217,0.5197140574455261
347,1385,Yes,Yes,0.6548779010772705,0.6645416021347046
348,1389,Yes,Yes,0.6526178121566772,0.6233171224594116
349,1393,Yes,No,0.6126142740249634,0.5031572580337524
350,1397,Yes,Yes,0.6534226536750793,0.5237075686454773
351,1401,Yes,Yes,0.6439481377601624,0.6189602613449097
352,1405,Yes,Yes,0.6598628163337708,0.6230144500732422
353,1409,Yes,Yes,0.6287057399749756,0.5886877179145813
354,1413,Yes,Yes,0.690938413143158,0.6120160818099976
355,1417,Yes,Yes,0.7236882448196411,0.6114429831504822
356,1421,Yes,Yes,0.7008001208305359,0.5877869129180908
357,1425,Yes,Yes,0.6559213399887085,0.543642520904541
358,1429,Yes,Yes,0.6557336449623108,0.6220835447311401
359,1433,Yes,Yes,0.5527458786964417,0.5875341296195984
360,1437,Yes,Yes,0.706871747970581,0.6568745374679565
361,1441,Yes,Yes,0.6086010336875916,0.5702152252197266
362,1445,Yes,Yes,0.67094886302948,0.6379306316375732
363,1449,Yes,Yes,0.6216549277305603,0.5323951244354248
364,1453,Yes,Yes,0.6318395733833313,0.5892024636268616
365,1457,Yes,Yes,0.643614649772644,0.5969211459159851
366,1461,Yes,Yes,0.6527316570281982,0.6242645382881165
367,1465,Yes,Yes,0.6706393361091614,0.5957649946212769
368,1469,Yes,Yes,0.711765468120575,0.6865634322166443
369,1473,Yes,Yes,0.5757672786712646,0.5807126760482788
370,1477,Yes,No,0.5481425523757935,0.4926268458366394
371,1481,Yes,Yes,0.6161828637123108,0.644347071647644
372,1485,Yes,Yes,0.6917663216590881,0.6295259594917297
373,1489,No,Yes,0.4698733389377594,0.5817297101020813
374,1493,Yes,No,0.7018618583679199,0.4901862144470215
375,1497,Yes,Yes,0.6514299511909485,0.6356052160263062
376,1501,Yes,Yes,0.6554555296897888,0.6148205399513245
377,1505,Yes,Yes,0.6217536926269531,0.6423174142837524
378,1509,Yes,Yes,0.6114301681518555,0.6156336069107056
379,1513,Yes,Yes,0.7143240571022034,0.634391725063324
380,1517,Yes,Yes,0.6960634589195251,0.6028637886047363
381,1521,Yes,Yes,0.5948663353919983,0.5921462178230286
382,1525,Yes,Yes,0.5480448007583618,0.5368309020996094
383,1529,Yes,Yes,0.753470778465271,0.6653288006782532
384,1533,Yes,Yes,0.7248120903968811,0.7174074649810791
385,1537,Yes,Yes,0.6070291996002197,0.6220978498458862
386,1541,Yes,Yes,0.570895791053772,0.5965689420700073
387,1545,Yes,Yes,0.635344386100769,0.5884303450584412
388,1549,Yes,Yes,0.5400202870368958,0.5581464767456055
389,1553,Yes,Yes,0.6738550066947937,0.5689751505851746
390,1557,Yes,Yes,0.6651495099067688,0.5669218301773071
391,1561,Yes,Yes,0.7290803790092468,0.7099291086196899
392,1565,Yes,Yes,0.5424169301986694,0.6371414661407471
393,1569,Yes,Yes,0.6213235259056091,0.5646934509277344
394,1573,Yes,Yes,0.6954167485237122,0.7165895104408264
395,1577,Yes,Yes,0.6178734302520752,0.6322331428527832
396,1581,Yes,Yes,0.6979493498802185,0.6642283797264099
397,1585,Yes,Yes,0.5817995071411133,0.6332052946090698
398,1589,Yes,Yes,0.6156534552574158,0.615044116973877
399,1593,Yes,Yes,0.6549567580223083,0.6370345950126648
400,1597,Yes,Yes,0.6185187697410583,0.6573125123977661
401,1601,Yes,Yes,0.6083221435546875,0.598341166973114
402,1605,Yes,Yes,0.5708420872688293,0.5334303975105286
403,1609,Yes,Yes,0.6720426082611084,0.6664254069328308
404,1613,Yes,Yes,0.6666700839996338,0.6694261431694031
405,1617,Yes,Yes,0.695953369140625,0.6810305118560791
406,1621,Yes,Yes,0.6506543755531311,0.6119686365127563
407,1625,Yes,Yes,0.6694868803024292,0.628214418888092
408,1629,Yes,Yes,0.6503248810768127,0.6075713038444519
409,1633,Yes,No,0.6082355380058289,0.47903716564178467
410,1637,Yes,Yes,0.6205577254295349,0.6305606961250305
411,1641,Yes,Yes,0.6474199891090393,0.6581652760505676
412,1645,Yes,Yes,0.6663020253181458,0.6497552394866943
413,1649,Yes,Yes,0.6419060230255127,0.5620983839035034
414,1653,Yes,Yes,0.6482840180397034,0.6125470399856567
415,1657,Yes,Yes,0.6522082090377808,0.6291741132736206
416,1661,Yes,Yes,0.6260398626327515,0.587793231010437
417,1665,Yes,Yes,0.6401673555374146,0.6349608898162842
418,1669,Yes,Yes,0.6607433557510376,0.6364451050758362
419,1673,Yes,Yes,0.7428508400917053,0.6175388097763062
420,1677,Yes,Yes,0.6317936778068542,0.6530399322509766
421,1681,Yes,Yes,0.6146525740623474,0.5444552302360535
422,1685,Yes,Yes,0.6807356476783752,0.6546260118484497
423,1689,Yes,Yes,0.6958494782447815,0.5949180722236633
424,1693,Yes,Yes,0.709077000617981,0.6114794611930847
425,1697,Yes,Yes,0.7246065735816956,0.6305021643638611
426,1701,Yes,Yes,0.5911734700202942,0.5563103556632996
427,1705,Yes,Yes,0.6110673546791077,0.5973576307296753
428,1709,Yes,Yes,0.7225742340087891,0.6457784175872803
429,1713,Yes,Yes,0.7096467614173889,0.7077839970588684
430,1717,Yes,Yes,0.6867682337760925,0.6050684452056885
431,1721,Yes,Yes,0.6729938387870789,0.5685475468635559
432,1725,Yes,Yes,0.7350741624832153,0.6474317312240601
433,1729,Yes,Yes,0.733563244342804,0.6368341445922852
434,1733,Yes,Yes,0.7322782874107361,0.7039442658424377
435,1737,Yes,Yes,0.7623018026351929,0.6515417098999023
436,1741,Yes,No,0.5194563865661621,0.47001615166664124
437,1745,Yes,Yes,0.6473528742790222,0.6006348133087158
438,1749,Yes,Yes,0.793281078338623,0.6841571927070618
439,1753,Yes,Yes,0.7497456073760986,0.6164901256561279
440,1757,Yes,Yes,0.675028920173645,0.6285703182220459
441,1761,Yes,Yes,0.720390260219574,0.6821190714836121
442,1765,Yes,Yes,0.6673638820648193,0.6222378015518188
443,1769,No,No,0.49264106154441833,0.4495910108089447
444,1773,No,Yes,0.47732704877853394,0.5576342940330505
445,1777,No,Yes,0.45733174681663513,0.5247541666030884
446,1781,Yes,Yes,0.6200846433639526,0.6237356662750244
447,1785,Yes,Yes,0.7173051238059998,0.5537287592887878
448,1789,Yes,Yes,0.6654225587844849,0.5754393935203552
449,1793,Yes,Yes,0.7139768600463867,0.6932165026664734
450,1797,Yes,Yes,0.6853375434875488,0.6480022668838501
451,1801,Yes,Yes,0.550957202911377,0.5154187083244324
452,1805,Yes,Yes,0.5577643513679504,0.5303444862365723
453,1809,Yes,Yes,0.6962396502494812,0.6805714964866638
454,1813,Yes,Yes,0.6536290645599365,0.6110047698020935
455,1817,Yes,Yes,0.6514846682548523,0.5593758821487427
456,1821,Yes,Yes,0.6542437076568604,0.6118738651275635
457,1825,Yes,Yes,0.6949827075004578,0.6613444089889526
458,1829,Yes,Yes,0.6448059678077698,0.5954626798629761
459,1833,Yes,Yes,0.6460801959037781,0.606207013130188
460,1837,Yes,Yes,0.7524351477622986,0.6799400448799133
461,1841,Yes,Yes,0.7170400023460388,0.6370610594749451
462,1845,Yes,Yes,0.6301206946372986,0.6672300696372986
