idx,hypernym_score,negative_score
192,-4.819894790649414,-5.544013977050781
193,-4.609733581542969,-5.047701358795166
194,-4.609733581542969,-4.954902648925781
195,-4.609733581542969,-5.459832668304443
196,-4.609733581542969,-5.348822593688965
197,-3.940563678741455,-5.3679890632629395
198,-3.940563678741455,-4.897486209869385
199,-3.940563678741455,-5.68705940246582
200,-3.940563678741455,-5.109516143798828
201,-4.195157051086426,-4.897486209869385
202,-4.195157051086426,-5.311926364898682
203,-4.195157051086426,-5.214518070220947
204,-4.195157051086426,-4.80112361907959
205,-4.778799057006836,-5.352137565612793
206,-4.778799057006836,-5.424497604370117
207,-4.778799057006836,-5.405981540679932
208,-4.778799057006836,-6.236764907836914
209,-3.90214467048645,-6.236764907836914
210,-3.90214467048645,-5.419646263122559
211,-3.90214467048645,-5.573092937469482
212,-3.90214467048645,-5.351078987121582
213,-4.668508529663086,-4.909808158874512
214,-4.668508529663086,-5.353042125701904
215,-4.668508529663086,-4.997107028961182
216,-4.668508529663086,-4.938420295715332
217,-3.676589012145996,-5.257419109344482
218,-3.676589012145996,-5.377774238586426
219,-3.676589012145996,-5.468903541564941
220,-3.676589012145996,-5.690994739532471
221,-4.256204605102539,-4.999794006347656
222,-4.256204605102539,-4.759423732757568
223,-4.256204605102539,-4.740785121917725
224,-4.256204605102539,-4.8431878089904785
225,-3.880927324295044,-4.662548065185547
226,-3.880927324295044,-4.89166784286499
227,-3.880927324295044,-4.4997406005859375
228,-3.880927324295044,-4.756588935852051
229,-3.575770616531372,-5.400420188903809
230,-3.575770616531372,-4.759423732757568
231,-3.575770616531372,-5.035072326660156
232,-3.575770616531372,-4.89166784286499
233,-4.364666938781738,-5.333186626434326
234,-4.364666938781738,-4.937391757965088
235,-4.364666938781738,-5.248643398284912
236,-4.364666938781738,-5.428557395935059
237,-4.5681586265563965,-5.246415138244629
238,-4.5681586265563965,-5.477515697479248
239,-4.5681586265563965,-5.392257213592529
240,-4.5681586265563965,-5.565629482269287
241,-4.3422465324401855,-5.170179843902588
242,-4.3422465324401855,-5.503618240356445
243,-4.3422465324401855,-5.388728618621826
244,-4.3422465324401855,-5.326944351196289
245,-4.712344646453857,-5.9647626876831055
246,-4.712344646453857,-5.798520088195801
247,-4.712344646453857,-6.127778053283691
248,-4.712344646453857,-6.201318264007568
249,-4.084141731262207,-5.7914934158325195
250,-4.084141731262207,-5.420229911804199
251,-4.084141731262207,-5.42935848236084
252,-4.084141731262207,-5.576169967651367
253,-2.990570306777954,-3.986792802810669
254,-2.990570306777954,-4.672263145446777
255,-2.990570306777954,-4.011334419250488
256,-2.990570306777954,-4.647758483886719
257,-6.0358991622924805,-5.854553699493408
258,-6.0358991622924805,-6.108185291290283
259,-6.0358991622924805,-6.727138519287109
260,-6.0358991622924805,-6.924278736114502
261,-5.053902626037598,-6.727138519287109
262,-5.053902626037598,-6.344748497009277
263,-5.053902626037598,-6.2765607833862305
264,-5.053902626037598,-6.290469169616699
265,-4.675803184509277,-5.267514705657959
266,-4.675803184509277,-4.2987799644470215
267,-4.675803184509277,-5.450543403625488
268,-4.675803184509277,-5.50044584274292
269,-4.984212398529053,-5.583483695983887
270,-4.984212398529053,-5.263704299926758
271,-4.984212398529053,-5.310579776763916
272,-4.984212398529053,-5.684027671813965
273,-4.64068603515625,-6.319073677062988
274,-4.64068603515625,-6.038414001464844
275,-4.64068603515625,-6.660857200622559
276,-4.64068603515625,-6.045445442199707
277,-4.44297456741333,-5.445189476013184
278,-4.44297456741333,-5.300956726074219
279,-4.44297456741333,-5.386780738830566
280,-4.44297456741333,-4.644500255584717
281,-4.1223978996276855,-6.019235610961914
282,-4.1223978996276855,-5.933876037597656
283,-4.1223978996276855,-6.161628723144531
284,-4.1223978996276855,-4.816908836364746
285,-5.169573783874512,-5.093012809753418
286,-5.169573783874512,-5.8967132568359375
287,-5.169573783874512,-5.725579738616943
288,-5.169573783874512,-5.914024353027344
289,-4.001065731048584,-4.978606224060059
290,-4.001065731048584,-5.9111127853393555
291,-4.001065731048584,-5.093012809753418
292,-4.001065731048584,-5.473221302032471
293,-4.753829479217529,-5.6608734130859375
294,-4.753829479217529,-5.4410529136657715
295,-4.753829479217529,-5.032338619232178
296,-4.753829479217529,-4.863903045654297
297,-5.412822246551514,-5.551862716674805
298,-5.412822246551514,-5.490983963012695
299,-5.412822246551514,-5.82955265045166
300,-5.412822246551514,-6.051426410675049
301,-3.5390729904174805,-5.1708502769470215
302,-3.5390729904174805,-5.147492408752441
303,-3.5390729904174805,-5.067468166351318
304,-3.5390729904174805,-5.342741012573242
305,-4.776759624481201,-5.683665752410889
306,-4.776759624481201,-5.67061185836792
307,-4.776759624481201,-4.408726692199707
308,-4.776759624481201,-5.850545406341553
309,-4.565505027770996,-4.94331169128418
310,-4.565505027770996,-4.7861647605896
311,-4.565505027770996,-4.962306499481201
312,-4.565505027770996,-4.506787300109863
313,-3.4851205348968506,-4.724201202392578
314,-3.4851205348968506,-4.490084171295166
315,-3.4851205348968506,-4.565276145935059
316,-3.4851205348968506,-4.896420001983643
317,-4.39359188079834,-4.33634614944458
318,-4.39359188079834,-4.565276145935059
319,-4.39359188079834,-4.900044918060303
320,-4.39359188079834,-4.839415550231934
321,-4.550324440002441,-5.79224967956543
322,-4.550324440002441,-5.5458879470825195
323,-4.550324440002441,-6.194090843200684
324,-4.550324440002441,-5.376840591430664
325,-4.842766761779785,-6.194090843200684
326,-4.842766761779785,-5.609532356262207
327,-4.842766761779785,-4.704620361328125
328,-4.842766761779785,-5.180001258850098
329,-5.613802909851074,-6.943742275238037
330,-5.613802909851074,-6.149008750915527
331,-5.613802909851074,-5.7880353927612305
332,-5.613802909851074,-6.742753028869629
333,-6.47201681137085,-6.45576810836792
334,-6.47201681137085,-6.012549877166748
335,-6.47201681137085,-6.60732889175415
336,-6.47201681137085,-6.852740287780762
337,-6.091835975646973,-6.32109260559082
338,-6.091835975646973,-6.943742275238037
339,-6.091835975646973,-7.073635101318359
340,-6.091835975646973,-5.7880353927612305
341,-5.035101890563965,-5.900961875915527
342,-5.035101890563965,-5.28054141998291
343,-5.035101890563965,-5.49440860748291
344,-5.035101890563965,-5.73112678527832
345,-4.322482109069824,-4.760881423950195
346,-4.322482109069824,-4.536866188049316
347,-4.322482109069824,-4.753093242645264
348,-4.322482109069824,-4.491067886352539
349,-4.42464017868042,-4.760881423950195
350,-4.42464017868042,-4.729583740234375
351,-4.42464017868042,-4.6404852867126465
352,-4.42464017868042,-4.787552833557129
353,-3.6386709213256836,-4.372072219848633
354,-3.6386709213256836,-4.663761138916016
355,-3.6386709213256836,-5.468807220458984
356,-3.6386709213256836,-3.7409327030181885
357,-5.420494556427002,-5.497848033905029
358,-5.420494556427002,-5.5893754959106445
359,-5.420494556427002,-6.0781965255737305
360,-5.420494556427002,-5.222677230834961
361,-3.3340868949890137,-5.9107489585876465
362,-3.3340868949890137,-5.261044502258301
363,-3.3340868949890137,-4.597808837890625
364,-3.3340868949890137,-5.25604248046875
365,-4.557071685791016,-4.273334503173828
366,-4.557071685791016,-4.67138671875
367,-4.557071685791016,-5.331484794616699
368,-4.557071685791016,-4.571697235107422
369,-3.1385228633880615,-4.2486572265625
370,-3.1385228633880615,-3.9851863384246826
371,-3.1385228633880615,-4.110140323638916
372,-3.1385228633880615,-4.548751354217529
373,-3.8271408081054688,-4.413933753967285
374,-3.8271408081054688,-3.9515085220336914
375,-3.8271408081054688,-4.55618953704834
376,-3.8271408081054688,-4.201845169067383
377,-5.05017614364624,-5.441361904144287
378,-5.05017614364624,-5.019510269165039
379,-5.05017614364624,-5.684382438659668
380,-5.05017614364624,-4.807884216308594
381,-4.777457237243652,-4.9294114112854
382,-4.777457237243652,-6.401248455047607
383,-4.777457237243652,-5.437438011169434
384,-4.777457237243652,-5.130569934844971
385,-3.7832112312316895,-5.677387237548828
386,-3.7832112312316895,-4.963309288024902
387,-3.7832112312316895,-5.931344985961914
388,-3.7832112312316895,-6.475265979766846
389,-5.137265205383301,-5.229475975036621
390,-5.137265205383301,-5.26326322555542
391,-5.137265205383301,-5.647380352020264
392,-5.137265205383301,-5.539168834686279
393,-3.9536314010620117,-4.575054168701172
394,-3.9536314010620117,-4.612585067749023
395,-3.9536314010620117,-5.379141807556152
396,-3.9536314010620117,-5.157354354858398
397,-4.391657829284668,-4.936415672302246
398,-4.391657829284668,-4.351766109466553
399,-4.391657829284668,-4.721506118774414
400,-4.391657829284668,-4.086278915405273
401,-3.0498504638671875,-4.498008728027344
402,-3.0498504638671875,-4.619885444641113
403,-3.0498504638671875,-4.552805423736572
404,-3.0498504638671875,-5.598994255065918
405,-4.074431419372559,-4.9903669357299805
406,-4.074431419372559,-5.207883834838867
407,-4.074431419372559,-5.512125015258789
408,-4.074431419372559,-5.7360382080078125
409,-3.317430019378662,-4.809523582458496
410,-3.317430019378662,-4.903192043304443
411,-3.317430019378662,-5.2607879638671875
412,-3.317430019378662,-5.962436676025391
413,-4.780284404754639,-4.916609287261963
414,-4.780284404754639,-5.685398578643799
415,-4.780284404754639,-4.743355751037598
416,-4.780284404754639,-4.495467185974121
417,-3.786017894744873,-5.17872428894043
418,-3.786017894744873,-5.112362861633301
419,-3.786017894744873,-5.5585222244262695
420,-3.786017894744873,-4.495467185974121
421,-3.6123077869415283,-5.3815999031066895
422,-3.6123077869415283,-5.019702911376953
423,-3.6123077869415283,-5.323747634887695
424,-3.6123077869415283,-5.0755934715271
425,-4.256267547607422,-5.11214542388916
426,-4.256267547607422,-5.451756000518799
427,-4.256267547607422,-5.44133996963501
428,-4.256267547607422,-5.235642433166504
429,-3.851992607116699,-5.87353515625
430,-3.851992607116699,-5.331744194030762
431,-3.851992607116699,-5.019702911376953
432,-3.851992607116699,-5.091422080993652
433,-5.039997577667236,-5.657281875610352
434,-5.039997577667236,-5.819394588470459
435,-5.039997577667236,-5.402733325958252
436,-5.039997577667236,-5.910259246826172
437,-3.27217960357666,-5.088266372680664
438,-3.27217960357666,-5.434300899505615
439,-3.27217960357666,-5.660037040710449
440,-3.27217960357666,-4.898523330688477
441,-4.722835540771484,-5.513329029083252
442,-4.722835540771484,-5.825607776641846
443,-4.722835540771484,-5.778502464294434
444,-4.722835540771484,-6.742050647735596
445,-3.418999195098877,-4.113659858703613
446,-3.418999195098877,-4.426239967346191
447,-3.418999195098877,-4.8189568519592285
448,-3.418999195098877,-5.222440719604492
449,-4.422627925872803,-5.7525529861450195
450,-4.422627925872803,-5.594032287597656
451,-4.422627925872803,-5.55390739440918
452,-4.422627925872803,-5.2785186767578125
453,-4.962005138397217,-6.086695194244385
454,-4.962005138397217,-5.528264045715332
455,-4.962005138397217,-5.58970832824707
456,-4.962005138397217,-5.239861965179443
457,-3.0633788108825684,-4.85104513168335
458,-3.0633788108825684,-6.095273017883301
459,-3.0633788108825684,-5.083239555358887
460,-3.0633788108825684,-5.844822883605957
461,-4.096454620361328,-4.608275413513184
462,-4.096454620361328,-5.442080497741699
463,-4.096454620361328,-4.2806596755981445
464,-4.096454620361328,-5.696069240570068
465,-4.236476421356201,-6.051082611083984
466,-4.236476421356201,-5.9528703689575195
467,-4.236476421356201,-5.37541389465332
468,-4.236476421356201,-6.15907621383667
469,-5.22285270690918,-5.525426864624023
470,-5.22285270690918,-6.308860778808594
471,-5.22285270690918,-5.064402103424072
472,-5.22285270690918,-5.077939510345459
473,-3.4399402141571045,-5.221170425415039
474,-3.4399402141571045,-4.747626304626465
475,-3.4399402141571045,-4.4738945960998535
476,-3.4399402141571045,-4.650895595550537
477,-3.855433225631714,-4.758081436157227
478,-3.855433225631714,-5.22271728515625
479,-3.855433225631714,-4.420149803161621
480,-3.855433225631714,-5.112340927124023
481,-3.3398334980010986,-5.4457173347473145
482,-3.3398334980010986,-4.992338180541992
483,-3.3398334980010986,-4.966602325439453
484,-3.3398334980010986,-4.5291428565979
485,-4.5161519050598145,-5.154912948608398
486,-4.5161519050598145,-3.7668344974517822
487,-4.5161519050598145,-4.331695556640625
488,-4.5161519050598145,-4.966602325439453
489,-4.466580867767334,-5.4961748123168945
490,-4.466580867767334,-5.839226245880127
491,-4.466580867767334,-6.198222637176514
492,-4.466580867767334,-4.737257480621338
493,-3.7404472827911377,-5.810869216918945
494,-3.7404472827911377,-5.681787014007568
495,-3.7404472827911377,-5.468962669372559
496,-3.7404472827911377,-5.341420650482178
497,-4.300989151000977,-4.882829189300537
498,-4.300989151000977,-5.739439010620117
499,-4.300989151000977,-4.185506820678711
500,-4.300989151000977,-5.929878234863281
501,-4.453956127166748,-5.333908557891846
502,-4.453956127166748,-5.04508113861084
503,-4.453956127166748,-5.57025671005249
504,-4.453956127166748,-5.401118755340576
505,-3.9391775131225586,-4.797855377197266
506,-3.9391775131225586,-5.570435523986816
507,-3.9391775131225586,-4.845276355743408
508,-3.9391775131225586,-4.601119041442871
509,-3.9747016429901123,-5.839139461517334
510,-3.9747016429901123,-4.693091869354248
511,-3.9747016429901123,-5.120738506317139
512,-3.9747016429901123,-6.26302433013916
513,-3.85516095161438,-4.828699111938477
514,-3.85516095161438,-5.108375549316406
515,-3.85516095161438,-5.292733192443848
516,-3.85516095161438,-5.839139461517334
517,-4.774966239929199,-5.8347015380859375
518,-4.774966239929199,-5.282232284545898
519,-4.774966239929199,-5.091392517089844
520,-4.774966239929199,-5.089530944824219
521,-4.503385066986084,-5.842535972595215
522,-4.503385066986084,-5.091392517089844
523,-4.503385066986084,-5.638172149658203
524,-4.503385066986084,-5.8347015380859375
525,-4.3182373046875,-5.708085060119629
526,-4.3182373046875,-6.516489505767822
527,-4.3182373046875,-5.903442859649658
528,-4.3182373046875,-6.033181190490723
529,-4.782443046569824,-5.504845142364502
530,-4.782443046569824,-5.484212875366211
531,-4.782443046569824,-5.026308536529541
532,-4.782443046569824,-5.226321220397949
533,-4.362421989440918,-5.2319793701171875
534,-4.362421989440918,-5.2950663566589355
535,-4.362421989440918,-4.866457939147949
536,-4.362421989440918,-5.395317077636719
537,-3.401066541671753,-5.077021598815918
538,-3.401066541671753,-5.517501354217529
539,-3.401066541671753,-5.066591262817383
540,-3.401066541671753,-5.150153160095215
541,-3.3773584365844727,-6.035244464874268
542,-3.3773584365844727,-5.632404804229736
543,-3.3773584365844727,-5.449889183044434
544,-3.3773584365844727,-5.077021598815918
545,-5.0273237228393555,-6.01735258102417
546,-5.0273237228393555,-4.975664138793945
547,-5.0273237228393555,-5.7118659019470215
548,-5.0273237228393555,-5.228808879852295
549,-5.404944896697998,-5.228808879852295
550,-5.404944896697998,-6.01735258102417
551,-5.404944896697998,-5.536974906921387
552,-5.404944896697998,-5.526486873626709
553,-3.907705783843994,-4.803549289703369
554,-3.907705783843994,-4.4210357666015625
555,-3.907705783843994,-5.169485092163086
556,-3.907705783843994,-5.370331764221191
557,-3.297525405883789,-6.221640586853027
558,-3.297525405883789,-4.902777194976807
559,-3.297525405883789,-5.841921806335449
560,-3.297525405883789,-5.093504905700684
561,-4.344339370727539,-4.785808086395264
562,-4.344339370727539,-4.462651252746582
563,-4.344339370727539,-4.5558671951293945
564,-4.344339370727539,-4.56318473815918
565,-3.4617340564727783,-4.542812347412109
566,-3.4617340564727783,-4.959958076477051
567,-3.4617340564727783,-4.814516067504883
568,-3.4617340564727783,-5.105937957763672
569,-4.424350738525391,-4.677710056304932
570,-4.424350738525391,-4.335737705230713
571,-4.424350738525391,-4.542812347412109
572,-4.424350738525391,-5.16857385635376
573,-3.912087917327881,-5.275291442871094
574,-3.912087917327881,-7.2907633781433105
575,-3.912087917327881,-6.416043281555176
576,-3.912087917327881,-5.802941799163818
577,-6.351668357849121,-5.324519634246826
578,-6.351668357849121,-6.135581016540527
579,-6.351668357849121,-6.405999183654785
580,-6.351668357849121,-6.604132175445557
581,-6.568722724914551,-6.470944404602051
582,-6.568722724914551,-7.2907633781433105
583,-6.568722724914551,-6.834323883056641
584,-6.568722724914551,-5.631059646606445
585,-3.6441216468811035,-5.061627388000488
586,-3.6441216468811035,-4.592806339263916
587,-3.6441216468811035,-4.629678249359131
588,-3.6441216468811035,-4.8529052734375
589,-3.4823622703552246,-4.629678249359131
590,-3.4823622703552246,-4.473740100860596
591,-3.4823622703552246,-4.263375282287598
592,-3.4823622703552246,-4.5977277755737305
593,-4.34454345703125,-5.933990478515625
594,-4.34454345703125,-5.147129058837891
595,-4.34454345703125,-5.656206130981445
596,-4.34454345703125,-4.582522392272949
597,-4.62272834777832,-5.524285793304443
598,-4.62272834777832,-5.38789701461792
599,-4.62272834777832,-5.467928409576416
600,-4.62272834777832,-5.065901279449463
601,-4.646459579467773,-5.75081205368042
602,-4.646459579467773,-5.801139831542969
603,-4.646459579467773,-5.164477348327637
604,-4.646459579467773,-5.389492988586426
605,-3.6929500102996826,-5.233481407165527
606,-3.6929500102996826,-5.305510520935059
607,-3.6929500102996826,-4.949310302734375
608,-3.6929500102996826,-5.569131851196289
609,-4.513432502746582,-4.47147798538208
610,-4.513432502746582,-5.872295379638672
611,-4.513432502746582,-4.823606014251709
612,-4.513432502746582,-5.2871246337890625
613,-3.803143262863159,-4.673074245452881
614,-3.803143262863159,-5.053916931152344
615,-3.803143262863159,-4.95921516418457
616,-3.803143262863159,-4.788856029510498
617,-4.405303001403809,-5.970436096191406
618,-4.405303001403809,-5.537785530090332
619,-4.405303001403809,-5.651803493499756
620,-4.405303001403809,-6.16721248626709
621,-4.175507068634033,-5.9251298904418945
622,-4.175507068634033,-5.5540595054626465
623,-4.175507068634033,-5.648210048675537
624,-4.175507068634033,-5.342902183532715
625,-4.241128444671631,-5.670052528381348
626,-4.241128444671631,-5.177549839019775
627,-4.241128444671631,-4.96158504486084
628,-4.241128444671631,-6.2013468742370605
629,-4.206441879272461,-5.011744976043701
630,-4.206441879272461,-5.1435723304748535
631,-4.206441879272461,-4.521061897277832
632,-4.206441879272461,-5.340185642242432
633,-3.537416458129883,-5.435406684875488
634,-3.537416458129883,-4.84436559677124
635,-3.537416458129883,-4.972093105316162
636,-3.537416458129883,-5.20471715927124
637,-4.001108646392822,-5.114987850189209
638,-4.001108646392822,-4.904506683349609
639,-4.001108646392822,-4.72739315032959
640,-4.001108646392822,-4.691363334655762
641,-4.409666061401367,-4.576535224914551
642,-4.409666061401367,-5.07942008972168
643,-4.409666061401367,-5.753228187561035
644,-4.409666061401367,-5.471912384033203
645,-4.122764587402344,-5.917449951171875
646,-4.122764587402344,-5.780772686004639
647,-4.122764587402344,-4.857794284820557
648,-4.122764587402344,-6.1438493728637695
649,-4.081995964050293,-5.634358882904053
650,-4.081995964050293,-4.384407997131348
651,-4.081995964050293,-5.137149333953857
652,-4.081995964050293,-5.183230400085449
653,-5.2442946434021,-6.444482326507568
654,-5.2442946434021,-5.919992923736572
655,-5.2442946434021,-5.955507755279541
656,-5.2442946434021,-6.270946502685547
657,-4.310079574584961,-6.153590202331543
658,-4.310079574584961,-6.4561543464660645
659,-4.310079574584961,-5.547608375549316
660,-4.310079574584961,-6.695066452026367
661,-4.327844619750977,-5.7893967628479
662,-4.327844619750977,-6.240265846252441
663,-4.327844619750977,-4.7699785232543945
664,-4.327844619750977,-4.69553279876709
665,-5.275727272033691,-5.858886241912842
666,-5.275727272033691,-5.559508800506592
667,-5.275727272033691,-5.845498085021973
668,-5.275727272033691,-5.802879333496094
669,-6.113910675048828,-5.668490886688232
670,-6.113910675048828,-6.041587829589844
671,-6.113910675048828,-5.331488609313965
672,-6.113910675048828,-6.0349626541137695
673,-4.268575668334961,-5.35986852645874
674,-4.268575668334961,-4.374040126800537
675,-4.268575668334961,-5.345639705657959
676,-4.268575668334961,-3.9696435928344727
677,-4.380943298339844,-5.696168422698975
678,-4.380943298339844,-5.215561866760254
679,-4.380943298339844,-5.1902995109558105
680,-4.380943298339844,-5.559592247009277
681,-5.39511775970459,-5.612295150756836
682,-5.39511775970459,-6.740504264831543
683,-5.39511775970459,-5.598831653594971
684,-5.39511775970459,-6.039461612701416
685,-3.8036446571350098,-4.841719627380371
686,-3.8036446571350098,-3.927220344543457
687,-3.8036446571350098,-4.340932846069336
