question_id,substitution_hop,subs_type,concept,input,type,correct,x,y
Description: There are 11 objects in the scene, including a tree, a wall, a boy, leaves, a graffiti, a trunk, a brown skateboard, a dark brown curly hair, a hand, a silver necklace, and a branch. The tree is to the left of the wall. The tree is to the left of the skateboard. The tree is to the left of the graffiti. The wall is to the right of the hand. The wall is to the right of the leaves. The wall is to the right of the boy. The wall is to the right of the tree. The boy is to the left of the wall. The leaves are to the left of the graffiti. The leaves are on the tree. The leaves are to the left of the wall. The graffiti is on the wall. The graffiti is to the right of the leaves. The graffiti is to the right of the tree. The skateboard is to the right of the tree. The hair is to the left of the necklace. The hand is to the left of the wall. The necklace is to the right of the hair. Question: In the scene, is there a board that is not brown? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-20.732445,-5.6109905
4165667,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 13 objects in the scene, including a person, a kneeling woman, short trees, a white skateboard, a black shirt, dark pants, a ground, a tall silver pole, a blue sky, a white parked car, a flat hand, a brown hair, and white shoes. The person is on the skateboard. The person is to the right of the woman. The person is wearing the shoes. The person is to the right of the car. The person is wearing the pants. The person is to the right of the hand. The woman is watching the person. The woman is wearing the shirt. The trees are to the right of the pole. The shirt is to the left of the hand. The pole is to the right of the sky. The pole is to the left of the trees. The sky is to the left of the pole. The car is to the left of the person. The hand is to the left of the person. The hand is to the right of the shirt. Question: In the scene, are there any boards that are black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-8.026506,-12.615583
4165666,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 13 objects in the scene, including a person, a kneeling woman, short trees, a white skateboard, a black shirt, dark pants, a ground, a tall silver pole, a blue sky, a white parked car, a flat hand, a brown hair, and white shoes. The person is on the skateboard. The person is to the right of the woman. The person is wearing the shoes. The person is to the right of the car. The person is wearing the pants. The person is to the right of the hand. The woman is watching the person. The woman is wearing the shirt. The trees are to the right of the pole. The shirt is to the left of the hand. The pole is to the right of the sky. The pole is to the left of the trees. The sky is to the left of the pole. The car is to the left of the person. The hand is to the left of the person. The hand is to the right of the shirt. Question: In the scene, are there any black boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-6.5982533,-14.597036
4165669,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 13 objects in the scene, including a person, a kneeling woman, short trees, a white skateboard, a black shirt, dark pants, a ground, a tall silver pole, a blue sky, a white parked car, a flat hand, a brown hair, and white shoes. The person is on the skateboard. The person is to the right of the woman. The person is wearing the shoes. The person is to the right of the car. The person is wearing the pants. The person is to the right of the hand. The woman is watching the person. The woman is wearing the shirt. The trees are to the right of the pole. The shirt is to the left of the hand. The pole is to the right of the sky. The pole is to the left of the trees. The sky is to the left of the pole. The car is to the left of the person. The hand is to the left of the person. The hand is to the right of the shirt. Question: In the scene, is there a board that is not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-6.1008625,-7.519684
16341329,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 11 objects in the scene, including a sidewalk, a child, a shirt, a black skateboard, pants, a helmet, a leg, a black shoe, stickers, a hand, and white wheels. The child is wearing the pants. The child is wearing the helmet. The child is wearing the shirt. The child is on the skateboard. The shirt is to the right of the hand. The skateboard is on the sidewalk. The pants are to the right of the hand. The stickers are on the helmet. The hand is to the left of the pants. The hand is to the left of the shirt. Question: In the scene, do you see a blue board? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,31.52909,-22.464998
16341331,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 11 objects in the scene, including a sidewalk, a child, a shirt, a black skateboard, pants, a helmet, a leg, a black shoe, stickers, a hand, and white wheels. The child is wearing the pants. The child is wearing the helmet. The child is wearing the shirt. The child is on the skateboard. The shirt is to the right of the hand. The skateboard is on the sidewalk. The pants are to the right of the hand. The stickers are on the helmet. The hand is to the left of the pants. The hand is to the left of the shirt. Question: In the scene, is there a board that is not black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-18.025608,-10.260077
1495253,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 9 objects in the scene, including a shirtless man, a paved walkway, a shallow water, trees, people, black pants, a black curly hair, a pink skateboard, and white shoes. The man is to the right of the people. The man is to the right of the walkway. The walkway is to the left of the hair. The walkway is to the left of the pants. The walkway is to the left of the man. The water is to the right of the hair. The water is to the right of the pants. The people are at the walkway. The people are to the left of the man. The pants are to the right of the walkway. The pants are to the left of the water. The hair is to the right of the walkway. The hair is to the left of the water. Question: In the scene, do you see black boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,28.141968,-4.093984
14399771,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 4 objects in the scene, including a gray wall, a black floor, a skating boy, and a gray skateboard. Question: In the scene, is there a board that is not gray? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,0.14453506,-25.505253
14399772,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 4 objects in the scene, including a gray wall, a black floor, a skating boy, and a gray skateboard. Question: In the scene, do you see a board that is not gray? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,18.607517,-23.17349
14399769,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 4 objects in the scene, including a gray wall, a black floor, a skating boy, and a gray skateboard. Question: In the scene, is there a red board? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,49.114815,-43.058266
10760995,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 14 objects in the scene, including a tree, a man, a concrete asphalt road, a black shirt, brown pants, a brown skateboard, a person, a logo, a brown hair, a green leaf, a bike, a white sign, a green shoe, and a yellow wheel. The tree is beside the road. The man is riding on the skateboard. The man is wearing the pants. The man is to the left of the sign. The man is to the left of the logo. The man is to the right of the leaf. The pants are to the left of the sign. The pants are to the right of the person. The pants are to the right of the bike. The skateboard is on the road. The person is on the bike. The person is on the skateboard. The person is to the left of the pants. The logo is to the right of the man. The leaf is to the left of the man. The bike is to the left of the pants. The sign is to the right of the pants. The sign is to the right of the man. Question: In the scene, are there any purple boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,21.852715,-22.840622
10760997,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 14 objects in the scene, including a tree, a man, a concrete asphalt road, a black shirt, brown pants, a brown skateboard, a person, a logo, a brown hair, a green leaf, a bike, a white sign, a green shoe, and a yellow wheel. The tree is beside the road. The man is riding on the skateboard. The man is wearing the pants. The man is to the left of the sign. The man is to the left of the logo. The man is to the right of the leaf. The pants are to the left of the sign. The pants are to the right of the person. The pants are to the right of the bike. The skateboard is on the road. The person is on the bike. The person is on the skateboard. The person is to the left of the pants. The logo is to the right of the man. The leaf is to the left of the man. The bike is to the left of the pants. The sign is to the right of the pants. The sign is to the right of the man. Question: In the scene, is there a board that is not brown? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-29.566906,-2.4920034
9365760,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 13 objects in the scene, including a grass, lined trees, green jeans, a sidewalk, a black skateboard, a knit green worn hat, an arm, red shoes, a face, a beard, black glasses, a ball, and wheels. The trees are to the left of the ball. The trees are to the left of the hat. The jeans are to the left of the sidewalk. The sidewalk is to the right of the jeans. The hat is to the right of the trees. The ball is to the right of the trees. Question: In the scene, is there a green board? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,8.892582,-6.8213053
7810036,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 14 objects in the scene, including a cracked bowl, a wall, a drawing, a standing man, a dark hanging cactus, a branch, a wing, brown pants, a gray shirt, a brown skateboard, a tan baseball cap, white sneakers, a hand, and a brown hair. The drawing is to the right of the cactus. The man is wearing the shirt. The man is wearing the pants. The man is wearing the sneakers. The man is wearing the cap. The man is holding the skateboard. The man is to the right of the wing. The cactus is to the left of the hand. The cactus is to the left of the drawing. The cactus is to the left of the skateboard. The wing is to the left of the shirt. The wing is to the left of the skateboard. The wing is to the left of the hair. The wing is to the left of the hand. The wing is to the left of the man. The wing is to the left of the cap. The shirt is to the right of the wing. The skateboard is to the left of the cap. The skateboard is to the right of the cactus. The skateboard is to the right of the wing. The skateboard is to the left of the hair. The cap is to the right of the skateboard. The cap is to the right of the hand. The cap is to the right of the wing. The hand is to the right of the cactus. The hand is to the right of the wing. The hand is to the left of the hair. The hand is to the left of the cap. The hair is to the right of the skateboard. The hair is to the right of the wing. The hair is to the right of the hand. Question: In the scene, are there white boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,20.585629,-8.086914
16773908,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 8 objects in the scene, including a domed roof, a skateboarding man, a blue sweatshirt, a yellow skateboard, a black adidas foot, a white long sock, a white wheel, and a white paper. The man is on top of the skateboard. The man is wearing the sweatshirt. The skateboard is to the left of the sock. The foot is on top of the skateboard. The foot is to the right of the wheel. The sock is to the right of the skateboard. The wheel is to the left of the foot. Question: In the scene, do you see any boards that are black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-0.668663,-20.966303
16773907,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 8 objects in the scene, including a domed roof, a skateboarding man, a blue sweatshirt, a yellow skateboard, a black adidas foot, a white long sock, a white wheel, and a white paper. The man is on top of the skateboard. The man is wearing the sweatshirt. The skateboard is to the left of the sock. The foot is on top of the skateboard. The foot is to the right of the wheel. The sock is to the right of the skateboard. The wheel is to the left of the foot. Question: In the scene, is there a black board? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-2.2102451,-22.691559
12464053,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 10 objects in the scene, including a dark sky, a skater, a ground, blue jeans, a white skateboard, a black shirt, a trash can, shoes, a hand, and a wheel. The jeans are to the left of the wheel. The skateboard is to the right of the shirt. The shirt is to the left of the skateboard. The trash can is to the left of the shoes. The shoes are to the right of the trash can. The wheel is to the right of the jeans. Question: In the scene, is there a board that is not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-29.527222,-7.3174715
12790844,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 11 objects in the scene, including an air, a thin long ladder, a high skateboarder, a white skateboard, a black shirt, a blue clear sky, a knit black hat, gray words, white gloves, wide black goggles, and a finger. The air is to the left of the ladder. The ladder is to the right of the skateboard. The ladder is to the right of the shirt. The ladder is to the right of the air. The ladder is to the right of the words. The ladder is to the right of the skateboarder. The skateboarder is in the air. The skateboarder is to the left of the ladder. The skateboarder is riding on the skateboard. The skateboarder is wearing the goggles. The skateboard is to the left of the ladder. The shirt is to the left of the ladder. The hat is to the right of the finger. The words are to the left of the ladder. The words are to the right of the finger. The words are to the right of the gloves. The gloves are to the left of the words. The finger is to the left of the hat. The finger is to the left of the words. Question: In the scene, are there any boards that are green? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,11.2059555,-16.001083
12790846,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 11 objects in the scene, including an air, a thin long ladder, a high skateboarder, a white skateboard, a black shirt, a blue clear sky, a knit black hat, gray words, white gloves, wide black goggles, and a finger. The air is to the left of the ladder. The ladder is to the right of the skateboard. The ladder is to the right of the shirt. The ladder is to the right of the air. The ladder is to the right of the words. The ladder is to the right of the skateboarder. The skateboarder is in the air. The skateboarder is to the left of the ladder. The skateboarder is riding on the skateboard. The skateboarder is wearing the goggles. The skateboard is to the left of the ladder. The shirt is to the left of the ladder. The hat is to the right of the finger. The words are to the left of the ladder. The words are to the right of the finger. The words are to the right of the gloves. The gloves are to the left of the words. The finger is to the left of the hat. The finger is to the left of the words. Question: In the scene, is there a board that is not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-24.285282,-9.024651
12790847,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 11 objects in the scene, including an air, a thin long ladder, a high skateboarder, a white skateboard, a black shirt, a blue clear sky, a knit black hat, gray words, white gloves, wide black goggles, and a finger. The air is to the left of the ladder. The ladder is to the right of the skateboard. The ladder is to the right of the shirt. The ladder is to the right of the air. The ladder is to the right of the words. The ladder is to the right of the skateboarder. The skateboarder is in the air. The skateboarder is to the left of the ladder. The skateboarder is riding on the skateboard. The skateboarder is wearing the goggles. The skateboard is to the left of the ladder. The shirt is to the left of the ladder. The hat is to the right of the finger. The words are to the left of the ladder. The words are to the right of the finger. The words are to the right of the gloves. The gloves are to the left of the words. The finger is to the left of the hat. The finger is to the left of the words. Question: In the scene, do you see a board that is not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-7.2670784,-7.066064
2721001,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 9 objects in the scene, including a gray street, a skateboarding man, tan pants, a plaid shirt, a tree trunk, a dark vest, a red skateboard, a dark helmet, and yellow wheels. The man is wearing the helmet. The man is on the skateboard. The man is wearing the pants. The man is wearing the shirt. The man is wearing the vest. The man is to the right of the tree trunk. The man is on the street. The pants are to the right of the tree trunk. The shirt is to the right of the tree trunk. The tree trunk is to the left of the vest. The tree trunk is to the left of the man. The tree trunk is to the left of the helmet. The tree trunk is to the left of the pants. The tree trunk is to the left of the shirt. The vest is to the right of the tree trunk. The helmet is to the right of the tree trunk. Question: In the scene, do you see a board there that is not red? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,8.829678,-7.5067377
2720999,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 9 objects in the scene, including a gray street, a skateboarding man, tan pants, a plaid shirt, a tree trunk, a dark vest, a red skateboard, a dark helmet, and yellow wheels. The man is wearing the helmet. The man is on the skateboard. The man is wearing the pants. The man is wearing the shirt. The man is wearing the vest. The man is to the right of the tree trunk. The man is on the street. The pants are to the right of the tree trunk. The shirt is to the right of the tree trunk. The tree trunk is to the left of the vest. The tree trunk is to the left of the man. The tree trunk is to the left of the helmet. The tree trunk is to the left of the pants. The tree trunk is to the left of the shirt. The vest is to the right of the tree trunk. The helmet is to the right of the tree trunk. Question: In the scene, is there a board that is not red? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-8.559717,-10.037134
2550854,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 9 objects in the scene, including a walking man, gray pants, a gray ground, a concrete black wall, a gray skateboard, a dark shirt, a white pole, white shoes, and a green grass. The man is wearing the pants. The man is to the left of the grass. The man is to the left of the wall. The man is to the left of the pole. The man is to the left of the skateboard. The pants are to the left of the pole. The pants are to the left of the wall. The pants are to the left of the grass. The wall is to the right of the man. The wall is to the right of the pants. The skateboard is to the right of the man. The skateboard is to the right of the shoes. The shirt is to the left of the pole. The pole is to the right of the shirt. The pole is to the right of the pants. The pole is to the right of the man. The pole is to the right of the grass. The shoes are to the left of the skateboard. The grass is to the right of the pants. The grass is to the right of the man. The grass is to the left of the pole. Question: In the scene, do you see any boards that are orange? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,25.733387,-16.444912
2550858,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 9 objects in the scene, including a walking man, gray pants, a gray ground, a concrete black wall, a gray skateboard, a dark shirt, a white pole, white shoes, and a green grass. The man is wearing the pants. The man is to the left of the grass. The man is to the left of the wall. The man is to the left of the pole. The man is to the left of the skateboard. The pants are to the left of the pole. The pants are to the left of the wall. The pants are to the left of the grass. The wall is to the right of the man. The wall is to the right of the pants. The skateboard is to the right of the man. The skateboard is to the right of the shoes. The shirt is to the left of the pole. The pole is to the right of the shirt. The pole is to the right of the pants. The pole is to the right of the man. The pole is to the right of the grass. The shoes are to the left of the skateboard. The grass is to the right of the pants. The grass is to the right of the man. The grass is to the left of the pole. Question: In the scene, are there boards that are not gray? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-34.383938,-7.088081
3376423,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 6 objects in the scene, including a skating man, a ground, a white skateboard, a shirt, red nike shoes, and blue jeans. The man is on the skateboard. The man is wearing the shirt. The ground is to the left of the shoes. The ground is to the left of the skateboard. The skateboard is to the right of the ground. The shoes are to the right of the ground. Question: In the scene, are there any orange boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,19.760113,-31.113232
3376422,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 6 objects in the scene, including a skating man, a ground, a white skateboard, a shirt, red nike shoes, and blue jeans. The man is on the skateboard. The man is wearing the shirt. The ground is to the left of the shoes. The ground is to the left of the skateboard. The skateboard is to the right of the ground. The shoes are to the right of the ground. Question: In the scene, are there orange boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,18.903606,-31.369091
3376426,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 6 objects in the scene, including a skating man, a ground, a white skateboard, a shirt, red nike shoes, and blue jeans. The man is on the skateboard. The man is wearing the shirt. The ground is to the left of the shoes. The ground is to the left of the skateboard. The skateboard is to the right of the ground. The shoes are to the right of the ground. Question: In the scene, is there a board that is not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-17.474232,-14.797057
3376427,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 6 objects in the scene, including a skating man, a ground, a white skateboard, a shirt, red nike shoes, and blue jeans. The man is on the skateboard. The man is wearing the shirt. The ground is to the left of the shoes. The ground is to the left of the skateboard. The skateboard is to the right of the ground. The shoes are to the right of the ground. Question: In the scene, do you see boards there that are not white? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-2.0922565,-10.556458
2763737,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 12 objects in the scene, including a picture, a gray ground, a blue graffiti, a skating boy, a black short sleeved shirt, white pants, black shoes, feet, a black skateboard, a head, a white cap, and white socks. The boy is wearing the pants. The boy is wearing the shoes. The boy is wearing the shirt. The boy is standing on the skateboard. The boy is wearing the cap. The pants are to the left of the socks. The skateboard is below the boy. The cap is on the head. The socks are to the right of the pants. Question: In the scene, do you see a board that is not black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,13.262245,-20.615232
2763738,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 12 objects in the scene, including a picture, a gray ground, a blue graffiti, a skating boy, a black short sleeved shirt, white pants, black shoes, feet, a black skateboard, a head, a white cap, and white socks. The boy is wearing the pants. The boy is wearing the shoes. The boy is wearing the shirt. The boy is standing on the skateboard. The boy is wearing the cap. The pants are to the left of the socks. The skateboard is below the boy. The cap is on the head. The socks are to the right of the pants. Question: In the scene, is there a board that is not black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-6.989443,-18.493876
202686,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 15 objects in the scene, including a skating staring man, a green bush, blue jeans, a black shirt, a skating standing person, a tin building, a black skateboard, a dried grass, a shoe, a short hair, a red fountain, a finger, a white wheel, a light fire hydrant, and a wrist. The man is to the right of the grass. The man is to the left of the person. The bush is to the left of the person. The bush is by the grass. The shirt is to the right of the hair. The shirt is to the left of the person. The shirt is to the right of the grass. The person is to the right of the shirt. The person is to the right of the man. The person is to the right of the fire hydrant. The person is to the right of the bush. The grass is to the left of the man. The grass is to the left of the shirt. The grass is to the left of the hair. The hair is to the left of the shirt. The hair is to the right of the grass. The fountain is to the left of the fire hydrant. The fire hydrant is to the right of the fountain. The fire hydrant is to the left of the person. Question: In the scene, is there a board that is not black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-24.108566,7.131221
202685,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 15 objects in the scene, including a skating staring man, a green bush, blue jeans, a black shirt, a skating standing person, a tin building, a black skateboard, a dried grass, a shoe, a short hair, a red fountain, a finger, a white wheel, a light fire hydrant, and a wrist. The man is to the right of the grass. The man is to the left of the person. The bush is to the left of the person. The bush is by the grass. The shirt is to the right of the hair. The shirt is to the left of the person. The shirt is to the right of the grass. The person is to the right of the shirt. The person is to the right of the man. The person is to the right of the fire hydrant. The person is to the right of the bush. The grass is to the left of the man. The grass is to the left of the shirt. The grass is to the left of the hair. The hair is to the left of the shirt. The hair is to the right of the grass. The fountain is to the left of the fire hydrant. The fire hydrant is to the right of the fountain. The fire hydrant is to the left of the person. Question: In the scene, do you see any boards that are not black? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-0.29403877,13.570636
202681,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 15 objects in the scene, including a skating staring man, a green bush, blue jeans, a black shirt, a skating standing person, a tin building, a black skateboard, a dried grass, a shoe, a short hair, a red fountain, a finger, a white wheel, a light fire hydrant, and a wrist. The man is to the right of the grass. The man is to the left of the person. The bush is to the left of the person. The bush is by the grass. The shirt is to the right of the hair. The shirt is to the left of the person. The shirt is to the right of the grass. The person is to the right of the shirt. The person is to the right of the man. The person is to the right of the fire hydrant. The person is to the right of the bush. The grass is to the left of the man. The grass is to the left of the shirt. The grass is to the left of the hair. The hair is to the left of the shirt. The hair is to the right of the grass. The fountain is to the left of the fire hydrant. The fire hydrant is to the right of the fountain. The fire hydrant is to the left of the person. Question: In the scene, are there any red boards? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,21.09441,-3.2520733
17317033,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 15 objects in the scene, including a young skateboarding boy, dark pants, a white short sleeved shirt, an arm, a ground, a wood skateboard, bushes, a tilted head, a dark hair, a blurry sidewalk, a hand, a black glove, red wheels, an ear, and a ring. The boy is to the left of the glove. The boy is above the skateboard. The boy is to the right of the wheels. The boy is to the left of the hand. The pants are to the left of the ear. The pants are to the right of the sidewalk. The pants are to the right of the wheels. The pants are to the right of the bushes. The pants are to the left of the ring. The pants are to the left of the shirt. The shirt is to the right of the pants. The shirt is to the right of the sidewalk. The shirt is to the right of the bushes. The shirt is to the right of the arm. The arm is to the right of the sidewalk. The arm is to the right of the bushes. The arm is to the left of the ring. The arm is to the left of the shirt. The arm is to the left of the ear. The ground is to the right of the skateboard. The ground is to the left of the glove. The ground is to the left of the hand. The skateboard is to the left of the ground. The bushes are to the left of the head. The bushes are to the left of the shirt. The bushes are to the left of the hair. The bushes are to the left of the pants. The bushes are to the left of the arm. The head is to the right of the bushes. The hair is to the right of the bushes. The sidewalk is to the left of the shirt. The sidewalk is to the left of the arm. The sidewalk is to the left of the pants. The hand is to the right of the boy. The hand is to the right of the ground. The glove is to the right of the ground. The glove is to the right of the boy. The wheels are to the left of the boy. The wheels are to the left of the pants. The ear belongs to the boy. The ear is to the right of the arm. The ear is to the right of the pants. The ring is to the right of the arm. The ring is to the right of the pants. Question: In the scene, is there a board that is not made of wood? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,0.70581055,-1.9050817
17768996,1,hypernym,skateboard,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
