item,idx,hypernym_pred,negative_pred,swapped_pred,hypernym_yes,negative_yes,swapped_yes
57,57,Yes,No,No,0.9997482299804688,0.03396732732653618,0.18325911462306976
58,58,Yes,Yes,No,0.6817026734352112,0.8460696935653687,0.07778045535087585
59,59,Yes,No,Yes,0.9977400898933411,0.01017704512923956,0.6390392780303955
60,60,Yes,No,No,0.9995052814483643,0.007843539118766785,0.3061439096927643
61,61,Yes,Yes,Yes,0.997056782245636,0.8057011961936951,0.7343220114707947
62,62,Yes,No,No,0.9998279809951782,0.010953394696116447,0.062254853546619415
63,63,Yes,No,No,0.99992436170578,0.1649089902639389,0.12119776755571365
64,64,Yes,No,No,0.9999604821205139,0.1403055191040039,0.23596568405628204
65,65,Yes,No,No,0.9348641037940979,0.11914049088954926,0.061797890812158585
66,66,Yes,No,No,0.9986495971679688,0.24085134267807007,0.023958420380949974
67,67,Yes,No,No,0.9972257018089294,0.0223473459482193,0.013224273920059204
68,68,Yes,Yes,No,0.9987437129020691,0.7073385119438171,0.06449233740568161
69,69,Yes,No,No,0.9999317526817322,0.10433144122362137,0.3223405182361603
70,70,Yes,No,No,0.9982827305793762,0.08989392220973969,0.0956404060125351
71,71,Yes,No,Yes,0.6042459011077881,0.0074974424205720425,0.8789626955986023
72,72,Yes,No,No,0.9999160766601562,0.017019063234329224,0.22270053625106812
73,73,Yes,No,Yes,0.9997234344482422,0.022756708785891533,0.5192962288856506
74,74,Yes,No,No,0.9976348280906677,0.01691408082842827,0.2790467441082001
75,75,Yes,No,No,0.8869491815567017,0.0278848335146904,0.4242754578590393
76,76,Yes,No,Yes,0.8086351752281189,0.21027453243732452,0.5617815852165222
77,77,Yes,No,No,0.9230821132659912,0.012170583009719849,0.20484496653079987
78,78,Yes,No,No,0.999761700630188,0.013359099626541138,0.02889886498451233
79,79,Yes,Yes,No,0.9998357892036438,0.9994887113571167,0.025165196508169174
80,80,Yes,No,No,0.9999268651008606,0.01334941852837801,0.050850994884967804
81,81,Yes,No,No,0.9546312093734741,0.021789373829960823,0.26228708028793335
82,82,Yes,Yes,No,0.962329626083374,0.5418071150779724,0.061393383890390396
83,83,Yes,No,No,0.9067907333374023,0.016867728903889656,0.23875683546066284
84,84,Yes,No,No,0.8517954349517822,0.022454889491200447,0.17885319888591766
85,85,Yes,No,No,0.9994778037071228,0.2937883138656616,0.18714474141597748
86,86,Yes,Yes,No,0.9790856242179871,0.9294166564941406,0.30228760838508606
87,87,Yes,No,No,0.9994788765907288,0.11476617306470871,0.027669399976730347
88,88,Yes,No,No,0.9987326860427856,0.17156843841075897,0.03552179038524628
89,89,Yes,No,No,0.9991584420204163,0.014262055978178978,0.23903781175613403
90,90,Yes,No,No,0.9882903099060059,0.014992563985288143,0.03949612006545067
91,91,Yes,No,No,0.9912397265434265,0.004452690947800875,0.0776507779955864
92,92,Yes,No,No,0.999513566493988,0.23384138941764832,0.027167141437530518
93,93,Yes,No,No,0.9998916983604431,0.08429577946662903,0.3365606665611267
94,94,Yes,No,No,0.9999054670333862,0.008824042044579983,0.057549331337213516
95,95,Yes,No,No,0.8086069822311401,0.06168104708194733,0.269009530544281
96,96,Yes,No,No,0.6704956889152527,0.3139757513999939,0.11957786232233047
97,97,Yes,No,No,0.9992136359214783,0.0021293028257787228,0.04257949814200401
98,98,Yes,Yes,No,0.9997768402099609,0.9997376799583435,0.03321670740842819
99,99,Yes,No,No,0.9997780919075012,0.04367756471037865,0.11107678711414337
100,100,Yes,No,No,0.9997000694274902,0.012413794174790382,0.03404217213392258
101,101,Yes,No,No,0.9973894357681274,0.007655133493244648,0.046729207038879395
102,102,Yes,No,No,0.9984354972839355,0.01238595973700285,0.16016128659248352
103,103,Yes,No,No,0.9993094205856323,0.024655405431985855,0.18234513700008392
104,104,Yes,No,No,0.9994330406188965,0.0114058256149292,0.02445198781788349
105,105,Yes,No,No,0.9998180866241455,0.008479117415845394,0.20198795199394226
106,106,Yes,No,Yes,0.9998258948326111,0.06098141893744469,0.8146174550056458
107,107,Yes,No,No,0.9998608231544495,0.008738073520362377,0.33562594652175903
108,108,Yes,No,Yes,0.9998912811279297,0.013034872710704803,0.885817289352417
109,109,Yes,No,No,0.9999334812164307,0.0057370602153241634,0.06041731685400009
110,110,Yes,No,Yes,0.999264121055603,0.017418695613741875,0.5396688580513
111,111,Yes,No,No,0.9985748529434204,0.019024524837732315,0.46622541546821594
112,112,Yes,No,No,0.9998378753662109,0.007680057547986507,0.18487921357154846
113,113,Yes,No,No,0.8348471522331238,0.15569216012954712,0.15483006834983826
114,114,Yes,No,No,0.9998840093612671,0.011264389380812645,0.026277251541614532
115,115,Yes,No,No,0.9912242293357849,0.022948214784264565,0.05906305089592934
116,116,Yes,No,No,0.9997317790985107,0.009047058410942554,0.11398199945688248
117,117,Yes,No,No,0.9995046257972717,0.03726021572947502,0.05435175821185112
118,118,Yes,No,No,0.9999039173126221,0.009618240408599377,0.0068224831484258175
119,119,Yes,No,No,0.9985071420669556,0.005769803188741207,0.4253746569156647
120,120,Yes,No,No,0.9996989965438843,0.05615547299385071,0.24026980996131897
121,121,Yes,No,Yes,0.9990816116333008,0.004439844749867916,0.7086849808692932
122,122,Yes,No,No,0.9985582232475281,0.01737547665834427,0.07696253061294556
123,123,Yes,No,No,0.9993385672569275,0.07148554921150208,0.09065838158130646
124,124,Yes,No,No,0.9998724460601807,0.06918004155158997,0.282978892326355
125,125,Yes,Yes,No,0.9995506405830383,0.8660343289375305,0.11422727257013321
126,126,Yes,No,No,0.9998056888580322,0.007008320186287165,0.2150590568780899
127,127,Yes,No,No,0.9996589422225952,0.0034021162427961826,0.45814353227615356
128,128,Yes,No,No,0.9998645782470703,0.003349004313349724,0.04620805382728577
129,129,Yes,No,No,0.9987257719039917,0.06747980415821075,0.27706846594810486
130,130,Yes,No,No,0.9948899149894714,0.02808600850403309,0.2478654831647873
131,131,Yes,No,No,0.8744423985481262,0.0529358796775341,0.09296377003192902
132,132,Yes,No,No,0.9998984932899475,0.0604671984910965,0.06940490752458572
133,133,Yes,No,No,0.9999452233314514,0.009435678832232952,0.0750017836689949
134,134,Yes,No,No,0.9900602102279663,0.0768200010061264,0.19703321158885956
135,135,Yes,No,No,0.992061972618103,0.20220373570919037,0.10147252678871155
136,136,Yes,No,No,0.99968421459198,0.021256903186440468,0.2839190661907196
137,137,Yes,No,No,0.9997796416282654,0.0036242587957531214,0.02724068984389305
138,138,Yes,No,No,0.999930202960968,0.008730288594961166,0.07318306714296341
139,139,Yes,No,No,0.8715766668319702,0.010056796483695507,0.19948534667491913
140,140,Yes,No,No,0.9711781144142151,0.2368772178888321,0.03218334913253784
141,141,Yes,No,No,0.9989763498306274,0.005368382204324007,0.058481182903051376
142,142,Yes,No,No,0.9966155290603638,0.012842640280723572,0.08744044601917267
143,143,Yes,No,No,0.9998814463615417,0.09104347229003906,0.03766711801290512
144,144,Yes,No,No,0.9864398837089539,0.016801482066512108,0.3669443428516388
145,145,Yes,No,No,0.9562155604362488,0.08024168014526367,0.3104779124259949
146,146,Yes,Yes,No,0.991767942905426,0.9775996208190918,0.3286612927913666
147,147,Yes,No,No,0.9998653531074524,0.04207432270050049,0.11274721473455429
148,148,Yes,No,No,0.998273491859436,0.005672829691320658,0.0918806940317154
149,149,Yes,No,Yes,0.999708890914917,0.010969622060656548,0.670168936252594
150,150,Yes,No,No,0.9190977811813354,0.05131109431385994,0.23277699947357178
151,151,No,No,No,0.013958056457340717,0.00724301440641284,0.14392641186714172
152,152,Yes,No,No,0.9989274144172668,0.010580233298242092,0.08313416689634323
153,153,Yes,No,No,0.9997245073318481,0.02755788341164589,0.1281551718711853
154,154,Yes,No,No,0.9999033808708191,0.03478653356432915,0.1399281620979309
155,155,Yes,No,No,0.9956404566764832,0.13724488019943237,0.08779953420162201
156,156,Yes,No,No,0.9998599886894226,0.008213414810597897,0.25478121638298035
157,157,Yes,No,No,0.6896441578865051,0.03041328489780426,0.1267198920249939
158,158,Yes,No,No,0.9998722672462463,0.03241622447967529,0.4292844533920288
159,159,Yes,No,No,0.9995420575141907,0.016751641407608986,0.4366493821144104
160,160,Yes,No,No,0.9980505704879761,0.0043080090545117855,0.029780177399516106
161,161,Yes,No,No,0.9974108934402466,0.009012782946228981,0.0824664756655693
162,162,Yes,No,No,0.9997450709342957,0.013605017215013504,0.03730769082903862
163,163,Yes,No,No,0.9999402165412903,0.017534013837575912,0.21329887211322784
164,164,Yes,No,No,0.9999133348464966,0.036408860236406326,0.13453373312950134
165,165,Yes,No,No,0.9989019632339478,0.019070303067564964,0.1583971083164215
166,166,Yes,No,No,0.9994016289710999,0.01771455630660057,0.2586106061935425
167,167,Yes,No,No,0.9998967051506042,0.050418421626091,0.02213469333946705
168,168,Yes,No,No,0.9189916849136353,0.004537796135991812,0.015827521681785583
169,169,Yes,Yes,Yes,0.983128547668457,0.5304699540138245,0.9767659306526184
170,170,Yes,No,No,0.9987315535545349,0.04464220628142357,0.09297451376914978
171,171,No,No,No,0.48187023401260376,0.010212503373622894,0.023090507835149765
172,172,Yes,No,No,0.9948213696479797,0.00963166169822216,0.03662801533937454
173,173,Yes,No,No,0.9935357570648193,0.006017350126057863,0.18223163485527039
174,174,Yes,No,No,0.9994990825653076,0.012973876670002937,0.016375591978430748
175,175,Yes,No,No,0.9908174276351929,0.022189093753695488,0.28815898299217224
176,176,Yes,No,No,0.995373010635376,0.04239901155233383,0.22418244183063507
177,177,Yes,No,No,0.9887697100639343,0.15721987187862396,0.08193882554769516
178,178,Yes,No,No,0.9998778700828552,0.011763193644583225,0.4621599316596985
179,179,Yes,Yes,Yes,0.5994517803192139,0.7179431915283203,0.5260531306266785
180,180,No,No,No,0.2875589430332184,0.11931945383548737,0.02591816708445549
181,181,Yes,No,No,0.9998112320899963,0.00352068361826241,0.48876187205314636
182,182,Yes,No,No,0.6282505989074707,0.005624380428344011,0.07008793950080872
183,183,Yes,No,Yes,0.9998242259025574,0.01326073333621025,0.726489245891571
184,184,Yes,No,No,0.819841742515564,0.04475690796971321,0.10699488967657089
185,185,Yes,No,No,0.9235709309577942,0.015014591626822948,0.13287827372550964
186,186,Yes,No,No,0.8761604428291321,0.015606682747602463,0.18330073356628418
187,187,Yes,No,No,0.9952725172042847,0.005082628224045038,0.09017641097307205
188,188,Yes,No,No,0.9995176196098328,0.010466733016073704,0.3422010540962219
189,189,Yes,No,No,0.9999024868011475,0.049637194722890854,0.09393558651208878
190,190,Yes,No,No,0.969620406627655,0.007220709230750799,0.18638339638710022
191,191,Yes,No,No,0.7186770439147949,0.013907958753407001,0.11551212519407272
192,192,Yes,No,No,0.7019965052604675,0.10564985871315002,0.04850183427333832
193,193,Yes,No,Yes,0.999531090259552,0.023033233359456062,0.6787430644035339
194,194,Yes,No,Yes,0.9994470477104187,0.08393248915672302,0.5610052943229675
195,195,Yes,No,No,0.9970268607139587,0.024159861728549004,0.27131497859954834
196,196,Yes,No,No,0.9995332360267639,0.018980788066983223,0.1564762443304062
197,197,Yes,No,No,0.9972648620605469,0.007349969353526831,0.33638182282447815
198,198,Yes,No,No,0.9969252347946167,0.2503270208835602,0.03430201858282089
199,199,Yes,No,No,0.9993905425071716,0.010763533413410187,0.03420417755842209
200,200,Yes,No,No,0.9977689981460571,0.013142712414264679,0.2966044247150421
201,201,Yes,No,No,0.9995934367179871,0.02628955990076065,0.27458158135414124
202,202,Yes,No,No,0.9987169504165649,0.16597898304462433,0.0720091313123703
203,203,Yes,No,No,0.9999358654022217,0.05900740623474121,0.12033705413341522
204,204,Yes,No,No,0.9977043271064758,0.476225346326828,0.4270859956741333
205,205,Yes,No,No,0.989324688911438,0.025153247639536858,0.1589779555797577
206,206,Yes,No,Yes,0.9996422529220581,0.06283222138881683,0.7358848452568054
207,207,Yes,No,Yes,0.9986062049865723,0.014560713432729244,0.5392410159111023
208,208,No,No,No,0.1319359987974167,0.019463537260890007,0.07893870770931244
209,209,Yes,No,No,0.9997974634170532,0.006998245604336262,0.17014481127262115
210,210,Yes,No,No,0.8587757349014282,0.010606491938233376,0.3124208152294159
211,211,Yes,No,No,0.999907374382019,0.008293322287499905,0.03695465251803398
212,212,Yes,No,No,0.9964723587036133,0.009795096702873707,0.02690841816365719
213,213,Yes,No,No,0.9997289180755615,0.03929894417524338,0.12473340332508087
214,214,Yes,No,No,0.9996052980422974,0.0732608437538147,0.06235961988568306
215,215,Yes,No,No,0.9997299313545227,0.006552405655384064,0.050910960882902145
216,216,Yes,No,Yes,0.9942797422409058,0.0168251171708107,0.6200825572013855
217,217,Yes,No,Yes,0.9957159757614136,0.01883528381586075,0.6939586997032166
218,218,Yes,No,Yes,0.9986302256584167,0.028027109801769257,0.7011424899101257
219,219,Yes,No,No,0.9920728206634521,0.012465623207390308,0.1214565634727478
220,220,Yes,No,No,0.9980361461639404,0.019201062619686127,0.13779130578041077
221,221,Yes,Yes,No,0.9994995594024658,0.8089283108711243,0.018927495926618576
222,222,Yes,No,No,0.9998681545257568,0.017719946801662445,0.05460571497678757
223,223,Yes,No,No,0.999923825263977,0.00555457454174757,0.04043201357126236
224,224,Yes,No,No,0.8410061001777649,0.04971975460648537,0.0227969903498888
225,225,Yes,No,No,0.9985026121139526,0.05331612378358841,0.07729168981313705
226,226,Yes,No,No,0.974705159664154,0.006580492947250605,0.022385332733392715
227,227,Yes,No,No,0.9994856119155884,0.0029365443624556065,0.020112063735723495
228,228,Yes,No,No,0.9998872876167297,0.007285125553607941,0.34865322709083557
229,229,Yes,No,No,0.9997799396514893,0.03628040850162506,0.1018846333026886
230,230,Yes,No,No,0.9718981981277466,0.022212903946638107,0.17911522090435028
231,231,Yes,No,Yes,0.9987078309059143,0.0629032552242279,0.5483100414276123
232,232,Yes,No,No,0.7157683968544006,0.09214019030332565,0.16796192526817322
233,233,Yes,No,No,0.9995157718658447,0.2730643153190613,0.47009363770484924
234,234,Yes,Yes,No,0.9996915459632874,0.8378562927246094,0.23230542242527008
235,235,Yes,Yes,No,0.9997842311859131,0.8378562927246094,0.060189276933670044
236,236,Yes,No,No,0.9951043128967285,0.006944808643311262,0.00811049621552229
237,237,Yes,No,No,0.9994896650314331,0.008406581357121468,0.037401337176561356
238,238,Yes,No,No,0.9997909665107727,0.12832540273666382,0.3053637444972992
239,239,Yes,No,No,0.9996971487998962,0.007232512813061476,0.1599724441766739
240,240,Yes,No,No,0.9961206316947937,0.028769249096512794,0.01651747152209282
241,241,Yes,No,No,0.9902727007865906,0.019766604527831078,0.14450058341026306
242,242,Yes,No,No,0.9999205470085144,0.010693814605474472,0.08702673017978668
243,243,Yes,No,No,0.9985963106155396,0.00879726093262434,0.04670460894703865
244,244,Yes,No,No,0.8748052716255188,0.0031621551606804132,0.1402168720960617
245,245,Yes,Yes,Yes,0.9997415542602539,0.9969049692153931,0.9029895067214966
246,246,Yes,No,No,0.9984673857688904,0.012281004339456558,0.36177805066108704
247,247,Yes,No,No,0.9980316758155823,0.22444981336593628,0.11434870958328247
248,248,Yes,No,No,0.9991912245750427,0.007530951406806707,0.047339700162410736
249,249,Yes,No,Yes,0.9998666048049927,0.019524727016687393,0.769802451133728
250,250,Yes,No,No,0.9634594321250916,0.019514696672558784,0.1347224861383438
251,251,Yes,No,No,0.9993224143981934,0.006812202278524637,0.07829281687736511
252,252,Yes,No,No,0.9965937733650208,0.01786072738468647,0.017703847959637642
253,253,Yes,No,No,0.9996022582054138,0.01960357464849949,0.49637266993522644
254,254,Yes,No,No,0.9807789921760559,0.011203684844076633,0.3326030373573303
255,255,Yes,Yes,No,0.9874954223632812,0.9981984496116638,0.2641507685184479
256,256,Yes,No,Yes,0.9992998242378235,0.005535336676985025,0.7225817441940308
257,257,Yes,No,No,0.999495267868042,0.01902717724442482,0.022476090118288994
258,258,Yes,No,No,0.9998754262924194,0.01902717724442482,0.07093887031078339
259,259,Yes,Yes,Yes,0.9989567399024963,0.9831722974777222,0.8697647452354431
260,260,Yes,No,Yes,0.9996886253356934,0.007932795211672783,0.6238996386528015
261,261,Yes,No,No,0.9955410957336426,0.016712969169020653,0.14980895817279816
262,262,Yes,No,No,0.9948275685310364,0.14427237212657928,0.13808858394622803
263,263,Yes,No,No,0.9968419075012207,0.003124897601082921,0.0664646252989769
264,264,Yes,No,No,0.9954038858413696,0.010324263945221901,0.014975309371948242
265,265,Yes,No,No,0.9822887182235718,0.004298255778849125,0.04816203936934471
266,266,Yes,No,No,0.7271751165390015,0.10362895578145981,0.1515427529811859
267,267,Yes,No,Yes,0.9947709441184998,0.006575273349881172,0.5129531025886536
268,268,Yes,No,No,0.9996280074119568,0.006302576046437025,0.3145228922367096
269,269,Yes,No,No,0.9984574317932129,0.012985626235604286,0.18337014317512512
270,270,Yes,No,No,0.9999247789382935,0.010461680591106415,0.08245620131492615
271,271,Yes,No,No,0.9998172521591187,0.007949388585984707,0.04815135896205902
272,272,Yes,No,No,0.9773820638656616,0.033290788531303406,0.032958656549453735
273,273,Yes,No,No,0.9829286932945251,0.38203340768814087,0.07167497277259827
274,274,Yes,No,No,0.9996882081031799,0.016907481476664543,0.012953383848071098
275,275,Yes,No,No,0.9998745322227478,0.013446826487779617,0.04097876697778702
276,276,Yes,No,No,0.999866783618927,0.0056702676229178905,0.3295676112174988
277,277,Yes,No,No,0.9975166916847229,0.3032439649105072,0.09169027954339981
278,278,Yes,No,No,0.9740681052207947,0.0476611852645874,0.2210063934326172
279,279,Yes,No,No,0.9997117519378662,0.020212166011333466,0.07547134906053543
280,280,Yes,No,No,0.9768159985542297,0.20411314070224762,0.310833603143692
281,281,Yes,No,No,0.9998655319213867,0.00916825421154499,0.06991282105445862
282,282,Yes,No,No,0.9707942605018616,0.033607903867959976,0.09321065992116928
283,283,Yes,No,No,0.8935561776161194,0.004269501660019159,0.04811553657054901
284,284,Yes,No,No,0.9999018311500549,0.008493156172335148,0.155771404504776
285,285,Yes,No,No,0.9998708367347717,0.03290983662009239,0.030673889443278313
286,286,Yes,No,No,0.9917006492614746,0.024859584867954254,0.02891787700355053
287,287,Yes,No,No,0.9995070099830627,0.005771496333181858,0.047048527747392654
288,288,Yes,No,No,0.9997393488883972,0.0076141636818647385,0.012241138145327568
289,289,Yes,No,No,0.8942623734474182,0.022595057263970375,0.47894376516342163
290,290,Yes,No,No,0.99994295835495,0.022808263078331947,0.12359228730201721
291,291,Yes,No,No,0.9989061951637268,0.01468637865036726,0.166793093085289
292,292,Yes,No,No,0.991886556148529,0.031064998358488083,0.17363998293876648
293,293,Yes,No,No,0.9998639822006226,0.021026890724897385,0.04627128317952156
294,294,Yes,No,No,0.9957674145698547,0.008017120882868767,0.11559177190065384
295,295,Yes,No,No,0.9996454119682312,0.006358645856380463,0.16340509057044983
296,296,Yes,No,No,0.9996590614318848,0.019557150080800056,0.04089534282684326
297,297,Yes,Yes,No,0.9998631477355957,0.5152431130409241,0.34987983107566833
298,298,Yes,No,No,0.7325520515441895,0.017595799639821053,0.20489077270030975
299,299,Yes,Yes,No,0.9998648166656494,0.6920808553695679,0.04204801097512245
300,300,Yes,No,No,0.7806897163391113,0.00970586109906435,0.2835947275161743
301,301,Yes,No,No,0.9999224543571472,0.020156962797045708,0.09507238119840622
302,302,Yes,No,No,0.8071127533912659,0.018269291147589684,0.03830532357096672
303,303,Yes,No,No,0.99981290102005,0.01582290232181549,0.073956698179245
304,304,Yes,No,No,0.9995051622390747,0.016312148422002792,0.12127385288476944
305,305,Yes,No,No,0.5937233567237854,0.008924219757318497,0.33166226744651794
306,306,Yes,No,No,0.9992200136184692,0.03221670538187027,0.07495051622390747
307,307,Yes,No,No,0.9997804760932922,0.007290731184184551,0.3063338100910187
308,308,Yes,No,No,0.9999304413795471,0.006475826725363731,0.027630295604467392
309,309,Yes,No,No,0.9997724294662476,0.002255667233839631,0.29666656255722046
310,310,Yes,No,No,0.9993912577629089,0.010393582284450531,0.0936005637049675
311,311,Yes,No,No,0.8541430830955505,0.04464505612850189,0.1443425416946411
312,312,Yes,No,No,0.9987830519676208,0.04388803616166115,0.2564446032047272
313,313,Yes,No,Yes,0.873330295085907,0.01970263011753559,0.6243380904197693
314,314,Yes,No,No,0.8912975788116455,0.026160970330238342,0.24031659960746765
315,315,Yes,No,No,0.9917526841163635,0.05779767036437988,0.05808820575475693
316,316,Yes,No,No,0.553413450717926,0.032116275280714035,0.04539595544338226
317,317,Yes,No,No,0.9990182518959045,0.032116275280714035,0.01888231933116913
318,318,Yes,No,No,0.9977136850357056,0.03081638738512993,0.1240139827132225
319,319,Yes,No,No,0.9991795420646667,0.068722203373909,0.1521831601858139
320,320,Yes,No,No,0.9994169473648071,0.00739425839856267,0.2204376757144928
321,321,Yes,No,Yes,0.9996753334999084,0.04922090470790863,0.5853012204170227
322,322,Yes,No,No,0.9997974634170532,0.10178499668836594,0.019311288371682167
323,323,Yes,No,No,0.9944694638252258,0.01746685989201069,0.06279940903186798
324,324,Yes,No,No,0.9999426007270813,0.03135380148887634,0.1561439335346222
325,325,Yes,No,No,0.9999194741249084,0.009984111413359642,0.19320374727249146
326,326,Yes,No,Yes,0.9998987913131714,0.008999183773994446,0.8671219348907471
327,327,Yes,No,Yes,0.9992582201957703,0.13966284692287445,0.7352036237716675
328,328,Yes,Yes,No,0.9922772645950317,0.9502708911895752,0.18440552055835724
329,329,Yes,No,Yes,0.9991251230239868,0.00801004283130169,0.7096318006515503
330,330,Yes,No,Yes,0.9986969828605652,0.003374040126800537,0.7091521620750427
331,331,No,No,Yes,0.1781148612499237,0.017204880714416504,0.816453218460083
332,332,Yes,No,No,0.9765620231628418,0.12530158460140228,0.04015405848622322
333,333,Yes,No,Yes,0.9989439845085144,0.06218520551919937,0.7388085722923279
334,334,Yes,No,Yes,0.9980360269546509,0.18484452366828918,0.6640656590461731
335,335,Yes,No,No,0.945206880569458,0.01526771578937769,0.1846364587545395
336,336,Yes,No,Yes,0.9991663098335266,0.006430098786950111,0.5528841614723206
337,337,Yes,No,No,0.9999386072158813,0.009524279274046421,0.3386111855506897
338,338,Yes,No,No,0.9999039173126221,0.0263027586042881,0.0975937619805336
339,339,Yes,No,No,0.9997562766075134,0.04597701132297516,0.12995052337646484
340,340,Yes,No,No,0.9997037649154663,0.0263027586042881,0.09236100316047668
341,341,Yes,No,No,0.999920666217804,0.012764639221131802,0.2393452227115631
342,342,Yes,No,Yes,0.9992743730545044,0.0987260490655899,0.7954285144805908
343,343,Yes,No,No,0.997100293636322,0.3376036584377289,0.19696439802646637
344,344,Yes,No,No,0.5253782868385315,0.006526493467390537,0.20984295010566711
345,345,Yes,No,Yes,0.9985966086387634,0.032143205404281616,0.7695847749710083
346,346,Yes,No,No,0.9997488260269165,0.07528746873140335,0.009531224146485329
347,347,Yes,No,No,0.9997387528419495,0.011842258274555206,0.028222626075148582
348,348,Yes,No,No,0.9999628663063049,0.019586674869060516,0.11839289963245392
349,349,Yes,No,No,0.9998196363449097,0.011459478177130222,0.015554537065327168
350,350,Yes,No,No,0.999779462814331,0.011459478177130222,0.292093962430954
351,351,Yes,No,No,0.9999423623085022,0.004343456123024225,0.05309224873781204
352,352,Yes,No,No,0.9999470114707947,0.45404332876205444,0.3847425580024719
353,353,Yes,No,Yes,0.9994344115257263,0.005341038107872009,0.7884512543678284
354,354,Yes,No,No,0.9996955990791321,0.0351015143096447,0.32777678966522217
