item,idx,hypernym_pred,negative_pred,swapped_pred,hypernym_yes,negative_yes,swapped_yes
293,293,Yes,No,No,1.0,2.4400191023232765e-07,5.721037723560585e-07
294,294,Yes,No,No,1.0,2.4476966586917115e-07,9.188300396090199e-07
295,295,Yes,No,No,1.0,2.7567412530515867e-07,5.699199050468451e-07
296,296,Yes,No,No,1.0,1.5562250155198853e-07,1.5580198464704154e-07
297,297,Yes,No,No,1.0,0.021626446396112442,1.682827678450849e-05
298,298,Yes,No,No,0.9999998807907104,2.922813564509852e-07,5.579134949584841e-07
299,299,Yes,No,No,1.0,4.327791975811124e-05,1.2875021866420866e-06
300,300,Yes,No,No,0.9999998807907104,5.193525680624589e-07,9.48087381402729e-06
301,301,Yes,No,No,1.0,1.7909569294261019e-07,3.840017370748683e-07
302,302,Yes,No,No,1.0,5.964777756162221e-07,1.7923650830198312e-07
303,303,Yes,No,No,1.0,1.0147390838710635e-07,1.2897205579065485e-06
304,304,Yes,No,No,1.0,2.672389882718562e-07,1.3509225027519278e-06
305,305,No,No,No,0.005927244666963816,9.789080195332645e-07,9.584569852449931e-06
306,306,Yes,No,No,1.0,8.430460525232775e-07,4.845560965804907e-07
307,307,Yes,No,No,1.0,4.0184107774621225e-07,9.452995982428547e-06
308,308,Yes,No,No,1.0,4.757105500630132e-07,2.7946592240368773e-07
309,309,Yes,No,No,1.0,3.3485724770798697e-07,7.318628831853857e-07
310,310,Yes,No,No,1.0,1.7610700808745605e-07,9.036901360559568e-07
311,311,Yes,No,No,1.0,1.9036092169244512e-07,3.9727044054416183e-07
312,312,Yes,No,No,1.0,6.162542831589235e-07,0.0001524147519376129
313,313,No,No,No,0.09664655476808548,4.1998418964794837e-07,0.00013535258767660707
314,314,Yes,No,No,1.0,2.7634922616925905e-07,5.193211904952477e-07
315,315,Yes,No,No,1.0,6.37941184322699e-07,5.430561600405781e-07
316,316,No,No,No,0.07947210222482681,1.784671667337534e-06,6.789710482735245e-07
317,317,Yes,No,No,1.0,1.784671667337534e-06,1.0065105016110465e-07
318,318,Yes,No,No,1.0,5.51561583961302e-07,4.92262131501775e-07
319,319,Yes,No,No,1.0,2.0572898051796074e-07,4.354266820882913e-06
320,320,Yes,No,No,1.0,4.010965426459734e-07,5.733311809308361e-06
321,321,Yes,No,No,1.0,1.682863398855261e-06,0.0014224041951820254
322,322,Yes,No,No,1.0,6.343234986161406e-07,5.764104571426287e-07
323,323,Yes,No,No,1.0,6.503232725663111e-07,6.209579623828176e-07
324,324,Yes,No,No,1.0,1.6109848957057693e-06,8.535506026419171e-07
325,325,Yes,No,No,1.0,3.9404679341714655e-07,5.616377166006714e-06
326,326,Yes,No,Yes,1.0,1.470700539130121e-07,0.9999998211860657
327,327,Yes,No,No,1.0,2.2867931193104596e-07,0.12371852248907089
328,328,Yes,Yes,No,1.0,1.0,2.1428477339213714e-06
329,329,Yes,No,No,1.0,2.461027577282948e-07,0.02647550217807293
330,330,Yes,No,Yes,1.0,1.1600599236771814e-07,0.9999999403953552
331,331,No,No,Yes,3.461955930106342e-05,1.6775187816620019e-07,0.9971271753311157
332,332,Yes,No,No,1.0,7.619206598974415e-08,1.902460269320727e-07
333,333,Yes,No,Yes,1.0,3.403141022317868e-07,0.999961793422699
334,334,Yes,No,No,1.0,1.8459073771737167e-06,0.0009435339015908539
335,335,Yes,No,No,1.0,3.1282181112146645e-07,4.966442475051736e-07
336,336,Yes,No,No,1.0,4.898381575912936e-07,0.0003461470187176019
337,337,Yes,No,No,1.0,6.875053486510296e-07,0.0004816690634470433
338,338,Yes,No,No,1.0,9.554897815178265e-07,1.4953952813812066e-06
339,339,Yes,No,No,1.0,8.455242550553521e-07,3.9447036215278786e-07
340,340,Yes,No,No,1.0,9.554897815178265e-07,3.39948940109025e-07
341,341,Yes,No,No,1.0,4.2737809735626797e-07,4.346888147210848e-07
342,342,Yes,No,No,1.0,1.9102992609987268e-07,0.0004521429364103824
343,343,Yes,No,No,1.0,0.02708117477595806,3.3057986001949757e-06
344,344,No,No,No,0.3697260022163391,3.7565811794593174e-07,4.005725713795982e-06
345,345,Yes,No,Yes,1.0,6.39907511867932e-07,1.0
346,346,Yes,No,No,1.0,1.113221173909551e-06,1.8859294925732684e-07
347,347,Yes,No,No,1.0,2.970980972349935e-07,1.1967446766902867e-07
348,348,Yes,No,No,1.0,4.097355201793107e-07,1.7210332998729427e-06
349,349,Yes,No,No,1.0,2.665079534835968e-07,2.4760583983152173e-07
350,350,Yes,No,No,1.0,2.665079534835968e-07,1.4180489415593911e-05
351,351,Yes,No,No,1.0,1.1504127428452193e-07,1.1534391575196423e-07
352,352,Yes,No,No,1.0,2.27381860895548e-05,9.136902008322068e-07
353,353,Yes,No,No,1.0,2.8393785100888635e-07,0.013798035681247711
354,354,Yes,No,No,1.0,2.8906549687235383e-07,1.9082358448940795e-06
355,355,Yes,No,No,1.0,2.44532657234231e-07,1.0614511438689078e-06
356,356,Yes,No,No,1.0,2.640296941081033e-07,7.326459012801934e-07
357,357,Yes,No,No,1.0,1.2084440186299616e-06,2.3627876544196624e-06
