idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
129,Yes,No,0.8485553860664368,0.05091817304491997
130,Yes,No,0.8485553860664368,0.05159928277134895
131,Yes,No,0.8485553860664368,0.04129325598478317
132,Yes,No,0.8485553860664368,0.20598135888576508
133,Yes,No,0.8249000310897827,0.0327874980866909
134,Yes,No,0.8249000310897827,0.0370962955057621
135,Yes,No,0.8249000310897827,0.04363720864057541
136,Yes,Yes,0.8249000310897827,0.9134293794631958
137,Yes,No,0.9311794638633728,0.03845185041427612
138,Yes,No,0.9311794638633728,0.038497988134622574
139,Yes,No,0.9311794638633728,0.04363720864057541
140,Yes,No,0.9311794638633728,0.0327874980866909
141,Yes,No,0.9317147135734558,0.20280882716178894
142,Yes,No,0.9317147135734558,0.07209242880344391
143,Yes,No,0.9317147135734558,0.040513962507247925
144,Yes,No,0.9317147135734558,0.10802564769983292
145,No,No,0.4028043746948242,0.031234540045261383
146,No,No,0.4028043746948242,0.11810441315174103
147,No,No,0.4028043746948242,0.07508590817451477
148,No,No,0.4028043746948242,0.1892479956150055
149,No,No,0.4899619519710541,0.026881858706474304
150,No,No,0.4899619519710541,0.11810441315174103
151,No,No,0.4899619519710541,0.09726687520742416
152,No,No,0.4899619519710541,0.02558024413883686
153,Yes,No,0.8403419256210327,0.11669052392244339
154,Yes,No,0.8403419256210327,0.029650088399648666
155,Yes,No,0.8403419256210327,0.08882362395524979
156,Yes,No,0.8403419256210327,0.058194782584905624
157,Yes,No,0.6949260830879211,0.24487042427062988
158,Yes,No,0.6949260830879211,0.2624417543411255
159,Yes,No,0.6949260830879211,0.2017924189567566
160,Yes,No,0.6949260830879211,0.16862325370311737
161,Yes,No,0.6425874829292297,0.3025643527507782
162,Yes,No,0.6425874829292297,0.10665310174226761
163,Yes,Yes,0.6425874829292297,0.5880658030509949
164,Yes,No,0.6425874829292297,0.2017924189567566
165,Yes,No,0.7141679525375366,0.034826572984457016
166,Yes,No,0.7141679525375366,0.1285485029220581
167,Yes,No,0.7141679525375366,0.1128569021821022
168,Yes,No,0.7141679525375366,0.22194470465183258
169,Yes,No,0.5992134213447571,0.21323995292186737
170,Yes,No,0.5992134213447571,0.1128569021821022
171,Yes,No,0.5992134213447571,0.09357056766748428
172,Yes,No,0.5992134213447571,0.046226564794778824
173,Yes,No,0.7836266160011292,0.05163507163524628
174,Yes,No,0.7836266160011292,0.3821605145931244
175,Yes,No,0.7836266160011292,0.03374364227056503
176,Yes,No,0.7836266160011292,0.1269501894712448
177,Yes,No,0.9507564902305603,0.04429887235164642
178,Yes,No,0.9507564902305603,0.035363104194402695
179,Yes,No,0.9507564902305603,0.032843589782714844
180,Yes,No,0.9507564902305603,0.09103323519229889
181,Yes,No,0.9355688691139221,0.04294983297586441
182,Yes,No,0.9355688691139221,0.4454786479473114
183,Yes,No,0.9355688691139221,0.0606343038380146
184,Yes,No,0.9355688691139221,0.03733055666089058
185,Yes,No,0.9661156535148621,0.07359250634908676
186,Yes,No,0.9661156535148621,0.089347243309021
187,Yes,No,0.9661156535148621,0.08148011565208435
188,Yes,No,0.9661156535148621,0.07358436286449432
189,Yes,No,0.9200764298439026,0.10492434352636337
190,Yes,No,0.9200764298439026,0.400593101978302
191,Yes,No,0.9200764298439026,0.09950249642133713
192,Yes,No,0.9200764298439026,0.04337994009256363
193,Yes,No,0.7914120554924011,0.35866162180900574
194,Yes,No,0.7914120554924011,0.1465793251991272
195,Yes,No,0.7914120554924011,0.12374899536371231
196,Yes,No,0.7914120554924011,0.16144998371601105
197,Yes,No,0.7707326412200928,0.07060176879167557
198,Yes,No,0.7707326412200928,0.09485933184623718
199,Yes,No,0.7707326412200928,0.10240940004587173
200,Yes,No,0.7707326412200928,0.05791481211781502
201,Yes,No,0.8361348509788513,0.09485933184623718
202,Yes,No,0.8361348509788513,0.06670491397380829
203,Yes,No,0.8361348509788513,0.06488613784313202
204,Yes,No,0.8361348509788513,0.11272943019866943
205,Yes,No,0.6971747279167175,0.0828687846660614
206,Yes,No,0.6971747279167175,0.0532817617058754
207,Yes,No,0.6971747279167175,0.1512971967458725
208,Yes,No,0.6971747279167175,0.052827153354883194
209,Yes,No,0.9149419665336609,0.052827153354883194
210,Yes,Yes,0.9149419665336609,0.5366056561470032
211,Yes,No,0.9149419665336609,0.06020631268620491
212,Yes,No,0.9149419665336609,0.06389093399047852
213,Yes,No,0.5146007537841797,0.42634788155555725
214,Yes,No,0.5146007537841797,0.1537618488073349
215,Yes,No,0.5146007537841797,0.14689143002033234
216,Yes,No,0.5146007537841797,0.37051254510879517
217,Yes,No,0.7136990427970886,0.14340724050998688
218,Yes,No,0.7136990427970886,0.11534189432859421
219,Yes,No,0.7136990427970886,0.21840044856071472
220,Yes,No,0.7136990427970886,0.16742032766342163
221,Yes,No,0.5632023215293884,0.0644201785326004
222,Yes,No,0.5632023215293884,0.12592831254005432
223,Yes,No,0.5632023215293884,0.0625736191868782
224,Yes,No,0.5632023215293884,0.0773368775844574
225,Yes,No,0.8178249597549438,0.08679573982954025
226,Yes,No,0.8178249597549438,0.08988508582115173
227,Yes,No,0.8178249597549438,0.10561025887727737
228,Yes,No,0.8178249597549438,0.09406121075153351
229,Yes,No,0.6760650277137756,0.13179367780685425
230,Yes,No,0.6760650277137756,0.12592831254005432
231,Yes,No,0.6760650277137756,0.11296361684799194
232,Yes,No,0.6760650277137756,0.08988508582115173
233,Yes,No,0.9002725481987,0.10296787321567535
234,Yes,No,0.9002725481987,0.0689479187130928
235,Yes,No,0.9002725481987,0.11958956718444824
236,Yes,No,0.9002725481987,0.04001390561461449
237,Yes,No,0.8558475375175476,0.052200883626937866
238,Yes,No,0.8558475375175476,0.06851199269294739
239,Yes,No,0.8558475375175476,0.061204567551612854
240,Yes,No,0.8558475375175476,0.04287722334265709
241,Yes,No,0.9093880653381348,0.16000495851039886
242,Yes,No,0.9093880653381348,0.09193803369998932
243,Yes,No,0.9093880653381348,0.060870058834552765
244,Yes,No,0.9093880653381348,0.04677760228514671
245,Yes,No,0.9562208652496338,0.07473460584878922
246,Yes,No,0.9562208652496338,0.07589141279459
247,Yes,No,0.9562208652496338,0.04410332813858986
248,Yes,No,0.9562208652496338,0.02855074778199196
249,Yes,No,0.9475657939910889,0.039795346558094025
250,Yes,No,0.9475657939910889,0.0753660723567009
251,Yes,No,0.9475657939910889,0.06598498672246933
252,Yes,No,0.9475657939910889,0.10519659519195557
253,Yes,No,0.9432657361030579,0.07002593576908112
254,Yes,No,0.9432657361030579,0.07557427883148193
255,Yes,No,0.9432657361030579,0.0557420551776886
256,Yes,No,0.9432657361030579,0.09463644027709961
257,Yes,No,0.856813371181488,0.06306015700101852
258,Yes,No,0.856813371181488,0.07855046540498734
259,Yes,No,0.856813371181488,0.10110804438591003
260,Yes,No,0.856813371181488,0.03755853325128555
261,Yes,No,0.9553325176239014,0.10110804438591003
262,Yes,No,0.9553325176239014,0.12018562853336334
263,Yes,No,0.9553325176239014,0.09070051461458206
264,Yes,No,0.9553325176239014,0.03239068016409874
265,Yes,No,0.9427304267883301,0.05214163288474083
266,Yes,No,0.9427304267883301,0.09009327739477158
267,Yes,No,0.9427304267883301,0.10449186712503433
268,Yes,No,0.9427304267883301,0.02990756556391716
269,Yes,No,0.8857224583625793,0.06489149481058121
270,Yes,No,0.8857224583625793,0.4878288805484772
271,Yes,No,0.8857224583625793,0.13476818799972534
272,Yes,No,0.8857224583625793,0.05396641790866852
273,Yes,No,0.9441101551055908,0.06312673538923264
274,Yes,No,0.9441101551055908,0.0387510284781456
275,Yes,No,0.9441101551055908,0.06561834365129471
276,Yes,No,0.9441101551055908,0.04721603915095329
277,Yes,No,0.8331519365310669,0.07179546356201172
278,Yes,No,0.8331519365310669,0.4918043613433838
279,Yes,No,0.8331519365310669,0.3359183371067047
280,Yes,No,0.8331519365310669,0.16975875198841095
281,Yes,No,0.8984763026237488,0.2754204273223877
282,Yes,No,0.8984763026237488,0.06293649226427078
283,Yes,No,0.8984763026237488,0.4010896682739258
284,Yes,No,0.8984763026237488,0.11774883419275284
285,Yes,Yes,0.9280228614807129,0.5506178140640259
286,Yes,No,0.9280228614807129,0.05154462158679962
287,Yes,No,0.9280228614807129,0.06169317662715912
288,Yes,No,0.9280228614807129,0.13124315440654755
289,Yes,No,0.9202849864959717,0.07881814241409302
290,Yes,No,0.9202849864959717,0.0961935743689537
291,Yes,Yes,0.9202849864959717,0.5506178140640259
292,Yes,No,0.9202849864959717,0.1891588270664215
293,Yes,No,0.5718385577201843,0.09499141573905945
294,Yes,No,0.5718385577201843,0.18860045075416565
295,Yes,No,0.5718385577201843,0.13157963752746582
296,Yes,No,0.5718385577201843,0.13684572279453278
297,No,No,0.4754945933818817,0.0636647567152977
298,No,Yes,0.4754945933818817,0.5102242827415466
299,No,No,0.4754945933818817,0.28865477442741394
300,No,No,0.4754945933818817,0.22323410212993622
301,Yes,No,0.6057187914848328,0.2676420211791992
302,Yes,No,0.6057187914848328,0.036222588270902634
303,Yes,No,0.6057187914848328,0.04977859556674957
304,Yes,No,0.6057187914848328,0.09535276889801025
305,Yes,No,0.7162789106369019,0.047724977135658264
306,Yes,No,0.7162789106369019,0.060581158846616745
307,Yes,No,0.7162789106369019,0.133294478058815
308,Yes,No,0.7162789106369019,0.07112810760736465
309,Yes,No,0.9368740916252136,0.10335841774940491
310,Yes,No,0.9368740916252136,0.06928890198469162
311,Yes,No,0.9368740916252136,0.1901504248380661
312,Yes,No,0.9368740916252136,0.05203881114721298
313,Yes,No,0.9118317365646362,0.16498568654060364
314,Yes,No,0.9118317365646362,0.03730381652712822
315,Yes,No,0.9118317365646362,0.030092677101492882
316,Yes,No,0.9118317365646362,0.07494477927684784
317,Yes,No,0.9180957078933716,0.0450691320002079
318,Yes,No,0.9180957078933716,0.030092677101492882
319,Yes,No,0.9180957078933716,0.03565239533782005
320,Yes,No,0.9180957078933716,0.052681222558021545
321,Yes,No,0.7421637773513794,0.06036501005291939
322,Yes,No,0.7421637773513794,0.07101017236709595
323,Yes,No,0.7421637773513794,0.15717722475528717
324,Yes,No,0.7421637773513794,0.12071756273508072
325,Yes,No,0.8826509118080139,0.15717722475528717
326,Yes,No,0.8826509118080139,0.1703866720199585
327,Yes,No,0.8826509118080139,0.12017527222633362
328,Yes,No,0.8826509118080139,0.1030510738492012
329,Yes,No,0.6669522523880005,0.38783228397369385
330,Yes,Yes,0.6669522523880005,0.5632032155990601
331,Yes,No,0.6669522523880005,0.033412232995033264
332,Yes,No,0.6669522523880005,0.05504781752824783
333,Yes,No,0.5503509044647217,0.049365248531103134
334,Yes,No,0.5503509044647217,0.18016448616981506
335,Yes,No,0.5503509044647217,0.04594796895980835
336,Yes,No,0.5503509044647217,0.39474499225616455
337,Yes,No,0.9095439910888672,0.09722523391246796
338,Yes,No,0.9095439910888672,0.38783228397369385
339,Yes,No,0.9095439910888672,0.06974440813064575
340,Yes,No,0.9095439910888672,0.033412232995033264
341,Yes,No,0.8446938991546631,0.08449971675872803
342,Yes,No,0.8446938991546631,0.04726008325815201
343,Yes,No,0.8446938991546631,0.05762506648898125
344,Yes,No,0.8446938991546631,0.07133204489946365
345,Yes,No,0.8157527446746826,0.04068509116768837
346,Yes,No,0.8157527446746826,0.09721306711435318
347,Yes,No,0.8157527446746826,0.0677628293633461
348,Yes,No,0.8157527446746826,0.141584575176239
349,Yes,No,0.6699623465538025,0.04068509116768837
350,Yes,No,0.6699623465538025,0.04320802167057991
351,Yes,No,0.6699623465538025,0.05522361397743225
352,Yes,No,0.6699623465538025,0.07048513740301132
353,Yes,No,0.9059754014015198,0.05799957364797592
354,Yes,No,0.9059754014015198,0.0836765393614769
355,Yes,No,0.9059754014015198,0.1181710809469223
356,Yes,No,0.9059754014015198,0.22171887755393982
357,Yes,No,0.663284420967102,0.20023714005947113
358,Yes,Yes,0.663284420967102,0.5225916504859924
359,Yes,No,0.663284420967102,0.11080862581729889
360,Yes,No,0.663284420967102,0.03451848402619362
361,Yes,No,0.938114583492279,0.03470300883054733
362,Yes,No,0.938114583492279,0.16661281883716583
363,Yes,No,0.938114583492279,0.2141188532114029
364,Yes,No,0.938114583492279,0.0564349927008152
365,Yes,No,0.9006330370903015,0.035257358103990555
366,Yes,No,0.9006330370903015,0.03313838317990303
367,Yes,No,0.9006330370903015,0.06882110983133316
368,Yes,No,0.9006330370903015,0.11670814454555511
369,Yes,No,0.9293746948242188,0.04748169332742691
370,Yes,No,0.9293746948242188,0.0705484077334404
371,Yes,No,0.9293746948242188,0.0371207632124424
372,Yes,No,0.9293746948242188,0.08457612991333008
373,Yes,No,0.8500482439994812,0.05211872607469559
374,Yes,No,0.8500482439994812,0.14713318645954132
375,Yes,No,0.8500482439994812,0.06716005504131317
376,Yes,No,0.8500482439994812,0.04286554455757141
377,Yes,No,0.8557150959968567,0.08158168196678162
378,Yes,Yes,0.8557150959968567,0.7592814564704895
379,Yes,No,0.8557150959968567,0.06717142462730408
380,Yes,No,0.8557150959968567,0.0793057531118393
381,Yes,No,0.8157409429550171,0.1633218675851822
382,Yes,No,0.8157409429550171,0.07880844920873642
383,Yes,No,0.8157409429550171,0.1552656888961792
384,Yes,No,0.8157409429550171,0.14246734976768494
385,Yes,No,0.9544864892959595,0.01906607486307621
386,Yes,No,0.9544864892959595,0.09335528314113617
387,Yes,No,0.9544864892959595,0.021201107650995255
388,Yes,No,0.9544864892959595,0.06069400534033775
389,Yes,No,0.9512509107589722,0.02816034108400345
390,Yes,No,0.9512509107589722,0.06723197549581528
391,Yes,No,0.9512509107589722,0.058158356696367264
392,Yes,Yes,0.9512509107589722,0.9530935287475586
393,Yes,No,0.9177913069725037,0.04940908029675484
394,Yes,No,0.9177913069725037,0.07807421684265137
395,Yes,No,0.9177913069725037,0.036461472511291504
396,Yes,No,0.9177913069725037,0.04826708510518074
397,Yes,No,0.9151731729507446,0.10077203065156937
398,Yes,No,0.9151731729507446,0.06483156234025955
399,Yes,No,0.9151731729507446,0.054006315767765045
400,Yes,No,0.9151731729507446,0.08408615738153458
401,Yes,No,0.9405186772346497,0.056373290717601776
402,Yes,No,0.9405186772346497,0.14202190935611725
403,Yes,No,0.9405186772346497,0.07552582770586014
404,Yes,No,0.9405186772346497,0.08821268379688263
405,Yes,No,0.9277032613754272,0.09065169841051102
406,Yes,No,0.9277032613754272,0.10359503328800201
407,Yes,No,0.9277032613754272,0.1528468281030655
408,Yes,No,0.9277032613754272,0.08463728427886963
409,Yes,No,0.9559389352798462,0.297014057636261
410,Yes,No,0.9559389352798462,0.03967226669192314
411,Yes,No,0.9559389352798462,0.07304085791110992
412,Yes,No,0.9559389352798462,0.11845507472753525
413,Yes,No,0.9049035906791687,0.05617139860987663
414,Yes,No,0.9049035906791687,0.030792107805609703
415,Yes,No,0.9049035906791687,0.04441669210791588
416,Yes,No,0.9049035906791687,0.08772526681423187
417,Yes,No,0.934902012348175,0.038959961384534836
418,Yes,No,0.934902012348175,0.06642896682024002
419,Yes,No,0.934902012348175,0.053617220371961594
420,Yes,No,0.934902012348175,0.08772526681423187
421,Yes,No,0.9408267140388489,0.06712833046913147
422,Yes,No,0.9408267140388489,0.06386782228946686
423,Yes,No,0.9408267140388489,0.14834125339984894
424,Yes,No,0.9408267140388489,0.03600833937525749
425,Yes,No,0.9021711349487305,0.05654265359044075
426,Yes,No,0.9021711349487305,0.04624747112393379
427,Yes,No,0.9021711349487305,0.03815752640366554
428,Yes,No,0.9021711349487305,0.0696633905172348
429,Yes,No,0.922010600566864,0.22427214682102203
430,Yes,No,0.922010600566864,0.06576830893754959
431,Yes,No,0.922010600566864,0.06386782228946686
432,Yes,No,0.922010600566864,0.05515758693218231
433,Yes,No,0.9593893885612488,0.06549686938524246
434,Yes,No,0.9593893885612488,0.07750892639160156
435,Yes,No,0.9593893885612488,0.12293568253517151
436,Yes,No,0.9593893885612488,0.03871782496571541
437,Yes,No,0.9210641980171204,0.07688587158918381
438,Yes,No,0.9210641980171204,0.08849192410707474
439,Yes,No,0.9210641980171204,0.07499902695417404
440,Yes,No,0.9210641980171204,0.12579388916492462
441,Yes,No,0.9286150932312012,0.12263522297143936
442,Yes,No,0.9286150932312012,0.1671581119298935
443,Yes,No,0.9286150932312012,0.05286046490073204
444,Yes,No,0.9286150932312012,0.22883331775665283
445,Yes,No,0.9342241287231445,0.08666720986366272
446,Yes,No,0.9342241287231445,0.06374215334653854
447,Yes,No,0.9342241287231445,0.051923152059316635
448,Yes,No,0.9342241287231445,0.07536932826042175
449,Yes,No,0.5126922726631165,0.09886526316404343
450,Yes,No,0.5126922726631165,0.03961988538503647
451,Yes,No,0.5126922726631165,0.05343806743621826
452,Yes,No,0.5126922726631165,0.049243390560150146
453,Yes,No,0.926302969455719,0.08066810667514801
454,Yes,No,0.926302969455719,0.09127368777990341
455,Yes,No,0.926302969455719,0.053899507969617844
456,Yes,No,0.926302969455719,0.04073409363627434
457,Yes,No,0.9506751894950867,0.025910429656505585
458,Yes,No,0.9506751894950867,0.026892300695180893
459,Yes,No,0.9506751894950867,0.11059959977865219
460,Yes,No,0.9506751894950867,0.06132335588335991
461,Yes,No,0.9064382910728455,0.02735927700996399
462,Yes,No,0.9064382910728455,0.05533110350370407
463,Yes,No,0.9064382910728455,0.14079400897026062
464,Yes,No,0.9064382910728455,0.031597014516592026
465,Yes,No,0.9354945421218872,0.0425567626953125
466,Yes,No,0.9354945421218872,0.041837647557258606
467,Yes,No,0.9354945421218872,0.03197105601429939
468,Yes,No,0.9354945421218872,0.06260477751493454
469,Yes,No,0.9141582250595093,0.043778520077466965
470,Yes,No,0.9141582250595093,0.04382879287004471
471,Yes,No,0.9141582250595093,0.15080180764198303
472,Yes,No,0.9141582250595093,0.04367804154753685
473,Yes,No,0.9186686873435974,0.07471147924661636
474,Yes,No,0.9186686873435974,0.056470539420843124
475,Yes,No,0.9186686873435974,0.06338182091712952
476,Yes,No,0.9186686873435974,0.23002055287361145
477,Yes,No,0.9103062748908997,0.14160169661045074
478,Yes,No,0.9103062748908997,0.22840304672718048
479,Yes,Yes,0.9103062748908997,0.6683129668235779
480,Yes,No,0.9103062748908997,0.07045094668865204
481,Yes,No,0.8791711926460266,0.11873754858970642
482,Yes,No,0.8791711926460266,0.17084617912769318
483,Yes,No,0.8791711926460266,0.20469895005226135
484,Yes,No,0.8791711926460266,0.09451843053102493
485,Yes,No,0.8398558497428894,0.10294415801763535
486,Yes,No,0.8398558497428894,0.07105441391468048
487,Yes,No,0.8398558497428894,0.06551150977611542
488,Yes,No,0.8398558497428894,0.20469895005226135
489,Yes,No,0.9337719678878784,0.0768929198384285
490,Yes,No,0.9337719678878784,0.1893814504146576
491,Yes,No,0.9337719678878784,0.051242172718048096
492,Yes,No,0.9337719678878784,0.11558887362480164
493,Yes,No,0.9471719264984131,0.15692183375358582
494,Yes,No,0.9471719264984131,0.0647789016366005
495,Yes,No,0.9471719264984131,0.18281647562980652
496,Yes,No,0.9471719264984131,0.12209221720695496
497,Yes,No,0.9212175607681274,0.2286766618490219
498,Yes,No,0.9212175607681274,0.11828828603029251
499,Yes,No,0.9212175607681274,0.3271596431732178
500,Yes,No,0.9212175607681274,0.05214649811387062
501,Yes,No,0.9453276991844177,0.1045367643237114
502,Yes,No,0.9453276991844177,0.13167494535446167
503,Yes,No,0.9453276991844177,0.07807278633117676
504,Yes,No,0.9453276991844177,0.031182732433080673
505,Yes,No,0.9471275806427002,0.023899829015135765
506,Yes,No,0.9471275806427002,0.0331437774002552
507,Yes,No,0.9471275806427002,0.08607369661331177
508,Yes,No,0.9471275806427002,0.032563332468271255
509,Yes,No,0.9294970035552979,0.058617714792490005
510,Yes,No,0.9294970035552979,0.07522275298833847
511,Yes,No,0.9294970035552979,0.03968425095081329
512,Yes,No,0.9294970035552979,0.048295579850673676
513,Yes,No,0.8243656158447266,0.034998685121536255
514,Yes,No,0.8243656158447266,0.05305825546383858
515,Yes,No,0.8243656158447266,0.03979097679257393
516,Yes,No,0.8243656158447266,0.058617714792490005
517,Yes,No,0.8981261849403381,0.04405994713306427
518,Yes,No,0.8981261849403381,0.3800274431705475
519,Yes,No,0.8981261849403381,0.29616275429725647
520,Yes,No,0.8981261849403381,0.15293949842453003
521,Yes,No,0.690636932849884,0.03847604617476463
522,Yes,No,0.690636932849884,0.29616275429725647
523,Yes,No,0.690636932849884,0.04021505266427994
524,Yes,No,0.690636932849884,0.04405994713306427
525,Yes,No,0.9492971301078796,0.06506669521331787
526,Yes,No,0.9492971301078796,0.07963106781244278
527,Yes,No,0.9492971301078796,0.09856667369604111
528,Yes,No,0.9492971301078796,0.13205358386039734
529,Yes,No,0.9156397581100464,0.14451786875724792
530,Yes,No,0.9156397581100464,0.08502358943223953
531,Yes,No,0.9156397581100464,0.11950977146625519
532,Yes,No,0.9156397581100464,0.1138281375169754
533,Yes,No,0.8368698358535767,0.06026816740632057
534,Yes,No,0.8368698358535767,0.06743338704109192
535,Yes,No,0.8368698358535767,0.1052476093173027
536,Yes,No,0.8368698358535767,0.15041056275367737
537,Yes,No,0.7874839901924133,0.04933563247323036
538,Yes,No,0.7874839901924133,0.05012202635407448
