item,idx,hypernym_pred,negative_pred,swapped_pred,hypernym_yes,negative_yes,swapped_yes
253,253,Yes,No,No,0.9990386366844177,0.000401532044634223,0.008405658416450024
254,254,Yes,No,No,0.9978130459785461,0.0001595376816112548,0.003478657454252243
255,255,Yes,Yes,No,0.9997609853744507,0.9996671080589294,0.0027920773718506098
256,256,Yes,No,No,0.9998152256011963,7.303975144168362e-05,0.12027889490127563
257,257,Yes,No,No,0.9997848868370056,0.00018938622088171542,0.0067115831188857555
258,258,Yes,No,No,0.9999312162399292,0.00018938622088171542,0.0068067205138504505
259,259,Yes,Yes,No,0.999687671661377,0.9652965068817139,0.36876335740089417
260,260,Yes,No,No,0.9997307658195496,0.00031981136999092996,0.03429111838340759
261,261,Yes,No,No,0.9997135400772095,0.0013682765420526266,0.00036086677573621273
262,262,Yes,No,No,0.9997343420982361,0.00014842046948615462,0.02581295184791088
263,263,Yes,No,No,0.9998610615730286,0.0001278571435250342,0.011785244569182396
264,264,Yes,No,No,0.9999092817306519,0.0006129096727818251,0.0029697977006435394
265,265,Yes,No,No,0.9993006587028503,0.00011527623428264633,0.00023331728880293667
266,266,Yes,No,No,0.9997913837432861,0.00027020147535949945,0.0048527792096138
267,267,Yes,No,No,0.9935221672058105,0.00016980126383714378,0.03770136833190918
268,268,Yes,No,No,0.9997861385345459,0.00011329444532748312,0.021896878257393837
269,269,Yes,No,No,0.999653697013855,0.00013147000572644174,0.004117958713322878
270,270,Yes,No,No,0.9998940825462341,0.00011129636550322175,0.0057181972078979015
271,271,Yes,No,No,0.9998371601104736,0.00016771821537986398,0.005563957616686821
272,272,Yes,No,No,0.9949566125869751,0.0017618845449760556,0.00026904387050308287
273,273,Yes,No,No,0.9996209740638733,0.3970293402671814,0.0010112839518114924
274,274,Yes,No,No,0.9998651146888733,9.986696386476979e-05,0.001269386033527553
275,275,Yes,No,No,0.9998941421508789,0.002458346774801612,0.005418187938630581
276,276,Yes,No,No,0.9998331665992737,0.0001252469082828611,0.003537351731210947
277,277,Yes,No,No,0.9997022151947021,0.0023844458628445864,0.0002656454162206501
278,278,Yes,No,No,0.9600602388381958,0.009872808121144772,0.005621887277811766
279,279,Yes,No,No,0.9998843669891357,0.0009299531229771674,0.004010718781501055
280,280,No,No,No,0.1981922835111618,0.0034130308777093887,0.004978789482265711
281,281,Yes,No,No,0.9998189806938171,0.00011840298247989267,0.004150118213146925
282,282,Yes,No,No,0.9657436609268188,0.0007402942865155637,0.004886799491941929
283,283,No,No,No,0.28095272183418274,8.86007328517735e-05,0.0424676351249218
284,284,Yes,No,No,0.999798059463501,0.00016417940787505358,0.12012182921171188
285,285,Yes,No,No,0.9999056458473206,0.0005158995045349002,0.10568862408399582
286,286,Yes,No,No,0.9991348385810852,0.0007744507747702301,0.04001385346055031
287,287,Yes,No,No,0.9998995661735535,9.269677684642375e-05,0.00023320791660808027
288,288,Yes,No,No,0.9997990727424622,0.0005568714113906026,0.00016879118629731238
289,289,Yes,No,No,0.9968464374542236,0.000651107111480087,0.0010178867960348725
290,290,Yes,No,No,0.9998513460159302,0.00022655789507552981,0.0019895238801836967
291,291,Yes,No,No,0.9999241828918457,9.97863826341927e-05,0.0006055903504602611
292,292,Yes,No,No,0.9989863038063049,0.06294768303632736,0.0013550379080697894
293,293,Yes,No,No,0.9998630285263062,0.00019003349007107317,0.0009235895704478025
294,294,Yes,No,No,0.9988678097724915,0.00015444080054294318,0.005076838657259941
295,295,Yes,No,No,0.9998689293861389,0.00014052147162146866,0.0017762448405846953
296,296,Yes,No,No,0.9999313950538635,0.0020904408302158117,0.0013678560499101877
297,297,Yes,No,No,0.9996628165245056,0.001028214581310749,0.002836011117324233
298,298,Yes,No,No,0.5172891616821289,7.069840648910031e-05,0.0031729773618280888
299,299,Yes,Yes,No,0.9997954964637756,0.5189684629440308,0.010215835645794868
300,300,Yes,No,No,0.8434385061264038,0.0006850261124782264,0.0307772159576416
301,301,Yes,No,No,0.999893307685852,0.0034078513272106647,0.0026431730948388577
302,302,Yes,No,No,0.9171209931373596,0.0007858932367525995,0.001807627733796835
303,303,Yes,No,No,0.9998432397842407,0.00016583967953920364,0.009933105669915676
304,304,Yes,No,No,0.999711275100708,0.0004256809188518673,0.0007056253962218761
305,305,Yes,No,No,0.9084651470184326,0.0005646866047754884,0.010937917977571487
306,306,Yes,No,No,0.9997539520263672,0.0001270086650038138,0.0006312557379715145
307,307,Yes,No,No,0.9994585514068604,0.0004502294468693435,0.03968582674860954
308,308,Yes,No,No,0.9996212720870972,0.0028196191415190697,0.004741808865219355
309,309,Yes,No,No,0.999826192855835,0.00014795111201237887,0.02443026378750801
310,310,Yes,No,No,0.7103529572486877,0.00027682026848196983,0.003908535465598106
311,311,Yes,No,No,0.9998364448547363,0.00012852139479946345,0.004675977863371372
312,312,Yes,No,No,0.9996821880340576,0.0001380897592753172,0.01281004399061203
313,313,Yes,No,Yes,0.9993786215782166,0.001830796361900866,0.5929073691368103
314,314,Yes,No,No,0.9118584394454956,0.0002494198561180383,0.017881717532873154
315,315,Yes,No,No,0.9999134540557861,0.005385305732488632,0.011847040615975857
316,316,Yes,No,No,0.9976386427879333,0.009947915561497211,0.007277203258126974
317,317,Yes,No,No,0.9989968538284302,0.009947915561497211,0.0009218483464792371
318,318,Yes,No,No,0.9998029470443726,0.0002880114770960063,0.002054211450740695
319,319,Yes,No,No,0.9989901185035706,0.000488515361212194,0.03257124871015549
320,320,Yes,No,No,0.9996328949928284,0.00024230830604210496,0.010784928686916828
321,321,Yes,No,No,0.9997178316116333,0.0001249556808033958,0.01318022795021534
322,322,Yes,No,No,0.9998015761375427,0.00011178482236573473,0.00657232478260994
323,323,Yes,No,No,0.9962961077690125,0.00013965916878078133,0.00840863585472107
324,324,Yes,No,No,0.9999252557754517,0.002915087854489684,0.00701229739934206
325,325,Yes,No,No,0.9995620250701904,0.00015787321899551898,0.05743088573217392
326,326,Yes,No,No,0.999833881855011,0.00022247782908380032,0.020832866430282593
327,327,Yes,No,No,0.9992524981498718,0.19637459516525269,0.1868060827255249
328,328,Yes,Yes,No,0.9995509386062622,0.999678909778595,0.008014109916985035
329,329,Yes,No,No,0.9997144341468811,0.00020044647681061178,0.0014324908843263984
330,330,Yes,No,Yes,0.9998265504837036,0.00013640950783155859,0.7450461387634277
331,331,No,No,No,0.01475305762141943,0.00018952228128910065,0.4260134994983673
332,332,Yes,No,No,0.9999095797538757,0.0006808288162574172,0.00044351641554385424
333,333,Yes,No,No,0.9998918175697327,0.00014469055167865008,0.05127118155360222
334,334,Yes,No,No,0.9997013211250305,0.0019191066967323422,0.002827870659530163
335,335,Yes,No,No,0.8763020038604736,0.0003104231145698577,0.0006770998006686568
336,336,Yes,No,No,0.9998027086257935,0.000229158642468974,0.059634897857904434
337,337,Yes,No,No,0.9996510744094849,0.0002700237091630697,0.017082616686820984
338,338,Yes,No,No,0.9998653531074524,0.0007491803844459355,0.0318460538983345
339,339,Yes,No,No,0.9997361898422241,0.00012226882972754538,0.020549854263663292
340,340,Yes,No,No,0.9997847080230713,0.0007491803844459355,0.008495050482451916
341,341,Yes,No,No,0.9997497200965881,0.00013217669038567692,0.00090186414308846
342,342,Yes,No,No,0.9996451735496521,0.0010790331289172173,0.009173022583127022
343,343,Yes,No,No,0.9994292259216309,0.016369221732020378,0.01942078396677971
344,344,Yes,No,No,0.7907832264900208,0.00032443986856378615,0.020252816379070282
345,345,Yes,No,Yes,0.9989939332008362,0.0002688027743715793,0.973863422870636
346,346,Yes,No,No,0.9999111294746399,0.0012769417371600866,0.00011887185974046588
